question,answer
"No, that's it thank you.","We can also arrange a taxi from your hotel to the restaurant when you are ready, just let us know a hour or so in advance of your reservation on Wednesday."
That's an excellent idea. Could you help me find a hotel in the north?,"There are plenty of locations that meet your criteria. Would you like to narrow it down further by stars, internet, or price range?"
The hotel should be in the north and should include free wifi.,"Acorn Guest House is a nice place, do you want their info ?"
I need a place to stay in the east that has free wifi available.,I found 7 hotels in the east that have free wifi. What is your price range?
"It doesn't matter about the price. I would like it to be a guesthouse though, if that's possible.",I have 5 gueshouses. All located in the east. How many am I booking for and when?
Any one would be fine can I get a room for 1 person for 2 nights starting tuesday?,Booking was unsuccessful at autumn house. Do you want to find another hotel?
I want to find a place to dine located in the north and moderately priced.,"We have two options for you to choose from, would you prefer Chinese or Indian cuisine?"
"It doesn't matter , please send me an address and postcode for one of them.","Golden Wok Chinese, cb43hlm, 191 Histon Road Chesterton."
Thanks. Can you also help me find a hotel called Autumn House?,Autumn House is located on 710 newmarket road. Would you like me to make a reservation for you?
"Yes, I am looking for cheap lodging in town that includes free wifi.",I have two guest houses matching your criteria. City Centre North B and B and Worth House. What star rating do you prefer?
I would like a hotel with a star rating of 3.,"I'm sorry, but I was unable to find any cheap, three star hotels with wifi. Would you be open to a different star rating?"
Do you have anything with a 4 star rating?,"The cambridge belfry is 4 stars and cheap,would you like me to make a booking?"
Yes please and make it for wednesday and for 3 days.,How many people is that booking for?
"I will be booking it for 5 people for 2 nights, and I'd actually like it to start from friday.","I'm sorry, but there are no rooms available at that time. Would like to try another hotel?"
I am looking for theatres to visit in town. Any suggestions?,"Yes, there are 5 theatres in town. 4 in the centre and 1 in the south. Do you have a preference?"
Can I have the phone number and postcode for the one in the south?,The phone number for the Junction is 01223511511 and the postcode is cb17gx. Can I help you with anything else?
Yes I am looking for a place to stay that includes free parking and has 2 stars.,Would the Ashley Hotel be okay? They are a moderately priced hotel that is located in the north.
I'd like some help finding a train leaving peterborough on tuesday.,"Absolutely, do you want to leave or arrive by a certain time?"
"Leave after 10:15, please.","Unfortunately, there are no trains that leave after 10:15."
Okay what are the available train times?,i have booked you one leaving at 10.19.
"OK, is it going to Cambridge? Can I have the reference number please?",there seems to be a break down in communication. Please restate the departure and arrival locations and the day and time.
"I need a train from Peterborough to Cambridge on Tuesday, leaving after 10:15.",I have train TR1674 leaving at 10:48 and arriving at 11:38. Would you like to book tickets?
Hi there. I want to come into the Cambridge area and thought of an airplane but its is extremely costly. I am wondering about a train instead.,"We have dozens of trains into Cambridge every day. Where will you be coming from, and on what day?"
I'll be coming in from Broxbourne on Sunday. I want to arrive by 19:30. Can you help me?,I have 5 trains leaving broxbourne heading towards cambridge. Do you have an arrival time?
"Yes, 19:30 like I said previously. I will need 2 tickets.",What time would you like to leave?
I want to leave at 19:30 and need two tickets. Please send me the reference number and telephone number to the train company.,Is there a certain time you need to arrive by. I have several options.
I need to arrive by 19:30.,I'm sorry but just to clarify. Are you hoping to leave or arrive by 19:30?
I would like to arrive in Broxbourne from Cambridge by 19:30.,I havea train that arrives at 18:32 Should I book this for you?
"Yes, please. Can you book me for 2 tickets?","Done! Your reference number is 7VR15FZ8 . The tickets come to 28.64 Pounds, payable at the station. Can I help you with anything else?"
"Hi. I'm looking for a place to spend the night, and I want somewhere without any hidden fees for parking or wifi.",There are 29 choices. Do you have a preference in the area of town and price range?
"I want a cheap price range, please.",There is the Alexander Bed and Breakfast thich is 4 star and has free parking and wifi.
"Great, can I have it for 4 people for 2 nights on wednesday and also I need a reference number?",Good news! Your booking has been successful. Your reference number is 5KCBOHZB .
I'm also looking for a train to Cambridge that departs from Bishop's Stortford that departs on Wednesday.,I have over 10 options. Do you have a preference for a departure or arrival time?
I am visiting and need a hotel in the north,ow about Ashbury Lodge Guesthouse it is moderately priced and located at 82 Arbury Road CB4 2JE (Phone: 01223364319)
Does this guesthouse include free wifi?,It has internet access
"Yes, I'm looking for places to go in Cambridge. Can you help me with that?","Sure, what type of attractions are you interested in ?"
Let's check out some stuff in the entertainment type.,I've heard really great things about Cherry Hinton Hall and Grounds in the east area. Does that sound like something you'd enjoy?
Okay that sounds good. What is the area and postcode?,It is located in the east and the postcode is CB18DW. Can I help you with anything else?
I want to find out if there are any moderately priced hotels in the north part of the city.,We have a lot of those! I like the acorn guest house. Would that work for you?
Yes that would be great! Can I have some information on it?,The Acorn guesthouse is in the North and is a moderately priced 4 start hotel with internet and parking.
Could I getting a booking for 7 people?,"Absolutely, just a few questions....when do you plan on arriving and how many days are you planning on staying?"
I want to stay for 3 nights starting on Thursday.,"Alright, I've booked your room and the reference number is 26VYTSIJ . Can I help you with anything else?"
I also need a place to dine serving indian food.,I have a lot of Indian restaurants available. Can you tell me your price range or the area where you want to dine?
please find me a place to go in the centre,"There are many places to go in the centre of town, what types of places do you want to visit?"
What's the postcode for your favorite attraction?,My favorite attraction in the centre of town is The Man on the Moon. It's a concerthall. Their postcode is CB12LF. Would you like more information?
Thanks! I am looking forward to checking it out. Can you help me in finding a guesthouse to stay at for tonight?,There are 24 guesthouses available. Did you have any other criteria?
"Yes, I would like it to be a 3 star place in a moderate price range. Also, free wifi.",I found 3 guesthouses that meet your request; is there an area you prefer?
"No preference, however, I do need a guesthouse for 8 people for 3 nights starting on Tuesday. Once you have booked, please provide the reference number. Thank you.",I suggest the bridge guest house and I can make a reservation right now for you. What are your dates?
Can you help me find a train departing cambridge going to bishops stortford?,"I am happy to assist you, what date and time will you need?"
tuesday and I would like to get there by 13:15,The closest I can get you to 13:15 is 12:07 and that will be TR4041. Does that work for you?
"Hi, I'm looking to book the Hamilton Lodge in Cambridge",When would you like to book a room at Hamilton Lodge? How many guests will there be?
I want a room on Sunday for 2 people.,For how many days?
"Five days. Does the room have internet? Also, what is the hotel type?","This is a guesthouse, is that okay?"
"Yes,that's okay. Please get me their phone number. Also, find out if they have internet or not",Phone number is 01223365664 and yes it has internet.
Can you help me find a restaurant called graffiti please?,"Sure, it's an expensive british restaurant in the west, located at Hotel Felix Whitehouse Lane Huntingdon Road cb30lx. Would you like to book a table?"
"Yes, can you book me a table for 5 people for Thursday at 17:30.",Unfortunately that time slot in unavailable. Is there another time you would like me to try?
"Sure, how about 16:30? If it is available at that time please give me a reference number.","I was able to book that, reference number is P0OB1R52 ."
Find a hotel in the east and in the expensive price range?,Express by holiday inn cambridge is available.
I'm looking for a 4 star hotel.,I've found 21 4 star hotels. Is there a certain area you want to stay in?
"Yes, in the east, please.",I have found several hotels. Do you have any preference towards price?
I would not mind finding one with free wifi.,"Unfortunately, we don't have any hotels with those preference in the area, but we do have 6 guesthouses available. Would a guesthouse be okay?"
A guesthouse is fine. Which one would you recommend?,"I recommend the Leverton House. It's a cheap guesthouse, but still a 4-star establishment."
That sounds good. Can you give me the address and postcode for Leverton House?,"They are located at 732-734 newmarket road, and postcode is cb58rs"
I'm looking for a hotel that includes free wifi.,ashley hotel is a great place with free wi fi
Is it expensive?,ashley hotel is a moderately price hotel in the north area. Would you like me to book a room for you?
I would prefer one in the expensive range if you have any.,The express by holiday inn is an expensive 2 star hotel in the east. They have free parking and free wifi. Will this work for you?
Yes. I need to book for 7 people starting on Wednesday and staying for 2 nights.,I've made those reservations and your reference number is N90KBZUM
Great! Can you please help me with finding a train as well? I need something leaving london liverpool street after 16:30.,how about TR9886? it arrives at 19:07 on Friday.
I am currently in Cambridge and I am looking for train departure times.,"I have over 1,400 trains available. Where is your destination and what day would you like to depart?"
I would like to go to Leicester this Friday.,There are currently 202 departures. May I have a destination and what time you would like to arrive?
I am departing Cambridge on Friday going to leicester and want to arrive by 13:30.,TR8080 departs Cambridge at 11:21 and arrives in Leicester at 13:06 for 37.80 pounds. Will this work for you?
Yes. I also need a place to stay on the south side of the town. I would prefer something in the expensive price range.,I have the Lensfield hotel that is in the southern part of town and in the expensive price range. Would you like a booking?
yes please. two adults and one child.,What day would you like your stay at The Lensfield Hotel to start and for how many days?
I need a place to dine on expensive crossover food.,"There are no places a any price range that serve this food type, shall I search for something else for you?"
are you sure? maybe try the centre?,I am sorry there are none in the centre. Would you like to try a different type of restaurant?
"Sure, how about Chinese?",There is no Chinese either.
I really want to eat Chinese in the centre area of town. Are you 100% positive that isn't possible? I'll be heartbroken.,"Actually, there is chinese. I recommend Ugly Duckling. Do you want a reservation?"
"Yes, please! There will be 7 of us dining at 13:15 on Friday.",I made a booking for you. Do you need the reference number?
i need a place to stay,"OK, what price point do you want me to look for?"
"Price range doesn't really matter, but I do want a 4-star place with free parking and internet.",I have 19 hotels that match that criteria. please be more specific about the area of town where you'd like to stay
I am excited to see some local attractions. Can you help me with a particular one?,Sure. Were you looking for a particular area of town to visit?
"Actually, a friend was telling me about this great gallery in town. It was called the Saint Barnabas Press Gallery. Can you tell me about it?","It is located at the belfast yard, coldham's road in the east of the town. Here's the phone number 01223902116"
I am also looking for a place to stay at. Any recommendations?,"Would you like to stay in the East part of town, near the gallery?"
I am coming to Cambridge soon to see the many local attractions.,I have various attractions all over town. Is there a specific area you are wanting to find something to do?
"Well, first I need to find a place to stay. I need a hotel in the south part of town with free parking.","Yes, I have cheap and moderately priced guesthouses in the south, as well as one expensive hotel. Do you have a preference?"
"I would like a moderately priced guesthouse, please.","I have two places, is there a star rating you prefer?"
I don't have a preference. Could you make a recommendation?,I like the aylesbray lodge guest house since it is the same price and has an extra star.
Can you book that for 1 person for 3 nights starting saturday?,Booking was successful. Your reference number is EKA7G2P9 . Can I help you with anything else?
Can you give me information about the museum of classical archaeology?,The museum is located on Sidgwick Avenue in the west and it is free to get in. Do you need any other information?
Yes I need the phone number.,The phone number is 01223335153.
Thank you! Can you help me find a place to stay while I am there?,Yes what area are you looking to stay in?
"The south part of town,please","We have 4 options, any other preferences to help narrow things down?"
"I would like a star of 4, free parking and free wifi.",We are showing to guest houses in the south area. Do you have a price preference?
"Hi, I'd like to find out more about any luxury hotels that have at least a 3-star rating.",I have found 2 luxury hotels that both have 3 star ratings. The Gonville and The Lensfield hotel are both available to book.
The hotel should be expensive and does not need to have free parking.,Both the Gonville and Lensfield are expensive. Both also do have free parking. Do either one of those sound suitable?
the first one sounds ok to me.,I can go ahead and book it for you.
I'm looking for a place to stay that includes free wifi and parking.,"We have 29 places that include both, did you want me to narrow things down with a couple more searches?"
"I really don't like hotels. I never have a good experience. So, maybe a guesthouse might be a better option for me.","OK, there are 21 guesthouses for you. To narrow it down more, do you have an area of town you want to stay in or a pricerange in mind?"
Can you find one that will take a booking for Thursday and Friday for eight people?,yes if you tell me your price range.
I don't have a price range any one you recommend will be fine.,I would recommend allenbell.
I need to find out information about a particular hotel called warkworth house,It has some great reviews. It is a 4 star moderate located on Warkworth Terrace. What else would you like to know?
book it for 3 people and 5 nights for monday.,I just booked it for you. Your reference number is 3P75NAMG . Is there anything else I can do for you?
"Yes, I am looking for a restaurant that serves Eritrean food.",I'm afraid there are no eritrean restaurants in the area. Would you like to try a different cuisine?
Are there any Eritrean restaurants in the east instead?,"I am sorry, there are no Eritrean restaurants in the East either. Would you care for another type of cuisine?"
Let's try Italian food.,There is one Italian restaurant in the East. It is moderately priced. It is located in Cambridge Retail Park.
Ok great. Can you book a table for 3 at 16:00 on Monday?,I have booked a table for 3 for Monday at 16:00 at Pizza Hut Fen Ditton.
I need a place to stay in Cambridge. It should be either a hotel or guesthouse with 1 star and moderate price range. Can you help me with that?,There are actually no 1-star accommodations anywhere in Cambridge.
"Okay, how about 2 stars? It does need to include free parking.",ashley hotel is a nice 2 star hotel.
How about a hotel with 4 stars instead?,At 4 stars you have many options. What part of town would you like to stay in?
I'd like to stay in a good part of town. Can you please give me the phone number?,The Alexander bed and breakfast is located in the centre. The phone number is 01223525725.
what's their address?,the address is 56 saint barnabas road
What hotel type is that?,It is a guesthouse. Want me to book it?
"I'd like some information on the Hamilton Lodge hotel, please.",It is located in the north. It is a guesthouse and is in the moderate price range. Would you like a reservation?
"Yes, I would like to book for 6 people for 4 nights starting on Wednesday.",Booking was successful. Address is 156 chesterton road. Postcode is cb41da. Reference number is: RU5ZSYZS . Anything else I can help you with?
"Yes, I need a train to cambridge",We have several trains going to Cambridge. Where will you be departing from and what date do you need the train?
I need to depart from kings lynn on the same day as the hotel booking.,Is there a specific time you would like to leave or arrive by?
"Hi, can you help me with some trip planning? I could use some suggestions for places to go in town.",I can definitely help you with that. Is there a specific type of attraction you are interested in or section of the city you were looking at?
I'm looking for a theatre in any part of the city. Can you recommend one?,"There is the Mumford theatre, it is located at Anglia Ruskin Enterprise, East Road in the Centre area."
"That sounds good, I like that. Could you tell me what the postcode is please?",the postcode is cb11pt
"I would also like to book at a guest house named Aylesbray Lodge, starting Monday.","I'm starting to book your reservation at Aylesbray Lodge starting on Monday, how many days will you be staying?"
I'm taking a trip in cambridge and need a place to stay. I would like a 4 star in the moderate price range.,I have several guesthouse options for you. What area of town are you interested in staying?
"I don't have an area preference, but I would like to have free WiFi.",I would suggest a and b guest house would you like the info?
"Yes, can you give me that information.",The address is 124 tenison road and the phone number is 01223315702.
Sounds great. That is a guest house correct? What part of town?,"Yes, it is a guest house located in the east area."
I'd like to find out when a train leaves on Sunday for Cambridge.,Where will you be departing from? And is there a preferred time you would like to arrive by or leave after?
I am departing from Stansted Aiport and would like to arrive by 13:30.,TR5358 will depart the airport at 12:24 and arrive at Cambridge at 12:52. Would you like to book a ticket?
What's the total travel time for TR5358?,the travel time is about 28 minutes.
I also need a guesthouse to stay in.,How many stars would you like?
It doesn't matter. I need it to be located in the south.,I would suggest bridge guest house.
I am looking for a 3 star hotel in the centre of town,The gonville hotel is in the centre of town and has a 3 star rating.
"It doesn't need to have free parking, but just by chance do they offer that?",The Gonville Hotel actually offers both free wifi and free parking. Can I help you with booking a room there?
I am looking for an expensive restaurants in the west side of town.,"fantastic, i have nine options for you"
Do any of them serve European food?,cambridge lodge restaurant does.can i book for you?
"No, but I'd like the address if you can give it to me.",It is Cambridge Lodge Hotel 139 Huntingdon Road City Centre.
"Thanks! I'll also be needing a place to stay. A hotel in the south, preferably also in the expensive range.",the lensfield hotel is a 3 stars and is located in the south
no i wanted a 4 star hotel,"unfortunately, i don't have anything in that area that has a 4 star rating."
"Hello, I'd like to get some info one a hotel please.",I can definitely assist with your lodging needs. Did you want me to look for a specific place or run a search in an area?
Please look in the north of town.,There are 13 in that area.
I am looking for a guesthouse to stay at in the moderate price range.,How about the a and b guest house?
Does it have free parking?,"No, it does not offer that. Would you like something that does?"
"Yes. I need free parking, and I prefer the southern part of town.","ok, I have a couple that meet that criteria. Would you like 3 or 4 stars?"
I have no preferences. You can just pick one. I'd like it for 7 people for 5 nights starting from saturday.,This is unavailable would you like to book a shorter stay or a different day?
How about 3 nights for the same day and number of people?,Great! You're booked for 3 nights at Bridge Guest House with reference number AH7L4RXZ . May I help with anything else?
I want to find an expensive restaurant in the north.,saigon city is a good choice. Do you want to book ?
Does it serve unusual food? That's what I'm looking for.,Saigon City offers Asian Oriental food.
How about chinese food?,The Hotspot and Hakka are expensive restaurants on the north side that serve chinese food. Would you like to book one?
Can you book it for me and get a reference number ?,Definitely. What day would you like to book the reservation?
"You know what? I'm not quite sure when I want to go. I'll just take the address, postcode, and phone please.","Hakka is located on Milton Road Chesterton, postcode cb41jy. You can call them at 01223568988. Is there anything else I can help you with?"
I'm looking for a hotel in the north.,"There are two options, Ashley hotel and Lovell lodge, both are two stars and moderately pricing, would you like me to check for bookings?"
Are either of those in the north? it should have free parking too,"They are both in the north, and have free wifi. Would you like to make a reservation at either of them?"
Do either have free parking?,They both offer parking.
Is either one a guesthouse?,I am sorry but they are both hotels. Would you like a reservation?
May I have you check one more time to make sure there are not any moderate priced guesthouses in the north that include parking. I'd much rather stay in a guesthouse.,There must have been a glitch in my system. I am showing 7 moderately priced guesthouses in the north that have free parking. Are there any other amenities you require?
Can you please recommend one and book me a room for 6.,I would recommend Acorn Guest House. What day will you be arriving and how many nights would you like to stay?
"it will be for wednesday for 6 people, 4 nights.","Okay, I have that booked for you. Reference number is WZYCQL4O"
We're looking for some places to go in town. We'd like some information on pools and boating in the centre. Can you help with that?,Definitely! Are you more interested in a pool or a boat?
My kids are wanting to swim. What are the options in that area of town?,Here is an option in that part of town parkside pools.
"Okay. May I have their telephone number, entrance fee and postcode?","Their phone number is 01223446100, postcode is cb11ly, and there is no entrance fee listed. Can I help with anything else?"
"Yes, I keep hearing about this hotel called Home From Home. Can you tell me anything about it?",Home From Home is a 4 star guesthouse in the north. It has free wifi and free parking. Would you like more information?
"Yes, I'd like to book a room for 7 on sunday, please.",How many nights will you be staying?
Can you help me look up a particular hotel that I have in mind?,"I am happy to help, what was the name of the place?"
"Its the huntingdon marriot. I'd like to book it for 8 people on 2 nights starting on wednesday, and I'll need a reference number.",Your booking was successful reference number is 1QVLVD25
"Great, thanks for that. I'm also looking for information about a restaurant called mahal of cambridge.","Okay, the Mahal of Cambridge serves indian food and is located in the centre. Would you like me to make a reservation for you?"
I need a train leaving after 8:15 going to stevenage.,Is that leaving from cambridge? What day would you like to leave?
"Yes, I'm leaving from Cambridge on Wednesday.",TR8913 will leave at 9:21 and arrive by 10:10. Do you want to book a seat? It will cost 12.80 pounds.
No that is all I need for now.,"Do you need help with anything else? Hotel, attraction, etc?"
"Yes, a place to stay/ I am treating myself so make it an expensive one with free parking.",Can you tell me what area you would like to stay in please?
I am looking for a place to stay. I needs to have moderately priced rooms and reside somewhere in the east part of town.,"There are 3 places that fit your needs. A and B Guest House, Carolina Bed and Breakfast and Warkworth House. Would you like to book with any of these?"
Do any of those places have free wifi?,All three have WiFi. Can I book one for you?
Do all of them have free parking as well?,Both Warkworth House and Carolina Bed and Breakfast have parking available. Shall I make a booking?
Can you please book a one bedroom at Warkwoth house and I also am looking for a restaurant that serves indian food in the same area.,"What date, number of days, and number of people would you like to book at Warkworth house?"
One person on Sunday at 17:00 please.,"Before we make your restaurant reservation, let's take care of the hotel. What day are you arriving, how many nights are you staying, and how many people?"
It's just me. I am arriving Sunday and staying one night. Can you provide the phone number for the restaurant?,The number for Rajmahal is 01223244955.
I apologize. I seem to be a bit ahead of myself today. What kind of hotel was the Warkworth house?,"That was a guesthouse, all 3 options are guesthouses."
"Can you help me find a nice hotel? I'd like to stay somewhere on the west side of town. A 0 star rating would be great, too.",We don't have anything matching that criteria. Do you have something else in mind?
How about something in or very close to west Cambridge with a 1 star rating and free wifi?,"Regretfully, my system isn't showing any 1 star hotels on the west side with free wifi."
"Actually, try to see if there is one with a 4-star rating, not 1 star.",Huntington Marriott Hotel is very nice.
"Yes, that would be a good choice. Can let me know their phone number, whether they have free parking, and address?","yes they do have freee parking. they are at kingfisher way, hinchinbrook business park, huntingdon.phone number is 01480446000"
I'm looking for a museum in town,There are 23 museums in Cambridge. Any particular one or area you are looking for?
I'd like to visit one with a low or free entrance fee. I also need to know in what area the museum is located.,I can recommend Broughton House Gallery. It is free and in the centre of town.
Is the Broughton House Gallery a museum? I am also looking for a place to stay. Preferably in the north.,Yes it is a museum. There are many hotels that match your criteria. Do you need free wifi or parking?
I do not need to have free parking or wifi. Please check to see if there is a guesthouse available instead of a hotel for our stay.,There are 11 guesthouses in the north. Do you have a price range or number of stars in mind?
I am planning a trip to Cambridge and I am looking for a train can you help out?,That's not a problem. Where will you be going to?
"Stansted Airport, I will need the train to leave after 10:15 please.",Can you tell me what day you need the train and for how many people?
I need the train on Saturday and I am booking for 4 people.,The TR6310 train departs Stansted Airport for Cambridge at 10:24. Will that work for you?
"That is perfect. I am also looking for a place to stay. Can you help me with that, as well?",Certainly. What part of town do you prefer?
"I'm sorry, there's been a mistake. I need to book a train from cambridge to stansted airport. The train must leave after 10:15. I need four tickets.",I have a 10:40 and every hour after that. Would you like me to book it?
Yes please. Can I get the reference number for that booking?,I can most definitely give you the reference number once the booking is complete. How many tickets would you be needing?
Looking for place to eat in the south,There are nine restaurants in the south. What is your price range or type of food you prefer?
"I need something in the moderate price range, preferably Eastern European food.","Unfortunately, I don't have anything that meets those requirements. Can I try another type of cuisine?"
"Yes, let's try looking for an Italian restaurant please.","I have one in the south, moderate price, would you like to book that one?"
"Can you just give me the postcode, phone number, and address?",The pizza hut cherry hinton is at G4 Cambridge Leisure Park Clifton Way Cherry Hinton postcode cb17dy phone number 01223323737
"I also need a room, with wifi and in the moderate price range.",There are 17 options. Is there a specific area that you would like to stay in?
Hello I need a place to stay in the centre please.,I have 5 establishments in the centre. Did you have preference in price?
"I'm looking to slum it a little bit, do you have any 0-star places?",We sure do! There is a guesthouse in the cheap price range as well as a hotel in the moderate price range. Would you like more information on these?
It should have wifi please give me the postcode,They both have wifi. Postcode for the guesthouse is cb11eg and the postcode for the hotel is cb12tz. Do you need any further information?
"Thank you for that, I am also looking for a train as well. It should depart from cambridge on Monday.",Where would you like to go? Is there a specific time you'd like to leave or arrive?
I am looking for some information on rosas's bed and breakfast.,Rosa's bed and breakfast is a cheap priced guesthouse in the south part of the city.
Do they have a room available that will accommodate 4 people?,Yes for what day and time please?
4 people and 5 nights starting from thursday,The booking was unsuccessful.
I need a restaurant that serves Irish food and is in centre of Cambridge,Unfortunately no restaurant matches that search criteria. Could you like to look at other areas?
Any restaurant then I guess will have to do located in the centre that is moderately priced. Are you SURE their aren't' any Irish restaurants?,"There a no Irish places in the centre, in that price range, nor any in town. Shall I try some British food?"
Yes please try British.,"I'm sorry. I'm not showing any British restaurants in the centre of town, either? Would you like to try another part of town or a different type of food?"
"Ok, anything british will do. I need to book a table for 8 people on Monday at 15:30.",restaurant one seven is in the centre and its serves british food and it's in the moderate price range. Would you like me to book a table for you?
Please. And can I have the confirmation number as well? Can you tell me if that is 3 stars?,"No, these restaurants aren't graded with stars. But I do have a reservation for you. The reference number is U3AG4VDD . Can I be of further help to you today?"
Yes. I would like a hotel in the same area as the restaurant. I'm not driing so I don't need free parking.,"cityroomz hotel in the center is moderately priced. It's located at sleeperz hotel, station road. phone number is 01223304050. shall I book it for you?"
i need a hotel with wifi in the north part of town,I can help with that. What kind of price range do you have in mind?
"I am open as far as price range, but I would love a 4 star place.",There doesn't appear to be a 4 star hotel with wifi in the north. Can I interest you in a lower star rating?
"No, the hotel needs to have a 4 star rating. Can you please check your system again? Thanks",i am sorry. i have double checked and still do not find anything matching your criteria. would you like a different star rating?
Perhaps there is a guestroom?,No but would you like to try another location ?
"Just something in the north, 4 star and free wifi?","Okay, there are 8 guesthouse listings fitting your requirements. What pricerange are you looking for, may I ask?"
"Do you have anything moderately priced? I need it for 6 people, for 3 nights, starting monday.",They're all moderately priced. I recommend the Avalon.
Sounds great. Can you book it and provide me a reference number please?,I am not successful with this booking. Do you want to modify the days ?
"No, I will need to keep the days the same.","Your all set at arbury lodge guesthouse. Your ref number is 593EOJ4K, is there anything else today?"
I'm looking for information on a hotel called hamilton lodge.,"Sure thing, here is the address 156 chesterton road"
Thanks! Can you book a room for 5 people please? We'll be arriving on Monday and staying 5 nights.,I have that room booked for you. The reference number is RNC1KZBT . Is there anything else I can help with today?
"Hi, I need to locate a train to Leicester that will arrive by 16:45.",Okay we can do that. Where are you departing from?
Leaving from Cambridge this coming Thursday.,"You have several choices. Trains leave Cambridge at 5:21, 6:21, 7:21, 8:21, and 9:21. The 9:21 arrives at 11:06. Shall I book one of these ?"
OK I need one that arrives at 15:45 and I will need the travel time and the train ID.,The closest I have to that is a train arriving at 15:06 and takes 105 minutes to arrive. The train ID for this journey is TR1160. Would you like a reservation?
"No, I don't need a reservation.",Is there anything that I may help you with today?
"Yes, I was also looking for a place to stay somewhere in the north.","sure, what price range?"
"Hello, I'm looking for a hotel to stay in during my visit to Cambridge. Can you please help me find something in the moderate price range? No specific amenities needed.","Sure, are you staying in a certain part of town?"
"In the west. And 3 stars, please.",I do not have anything fitting that. Do you have any other criteria I can check?
"If that is the case, can you look for a hotel that has free wifi? Thanks",I don't have anything fitting that criteria. Do you have any other criteria I can check or another area?
Could you try looking for something for Wednesday?,"I'm sorry, there is nothing that matches your criteria. Are you sure I cannot check another area for you?"
Are there any 3 star hotels in the West?,"I'm sorry, there really isn't anything in this area that meets your criteria. Perhaps a moderate in another area?"
"Yes, please try to find something else.",I am sorry there are no 3 star moderately priced hotels.
"That would be fine,can you book it for me?",There is a moderate priced guesthouse in the west area that is 3 star. Would that suit your needs?
Yes I would like information on the Cambridge Belfry.,Yes the Belfry is located in the west and is in the cheap price range but is rated highly at 4 stars. Would you like me to book that for you?
"Yes, I would. I'd like to book a room for 3 nights starting on Saturday for 1 person.",I've successfully booked your room at The Cambridge Belfry (Reference #RQ3Z4L32). Can I help with anything else today?
Thank you I am also looking for an attraction in the centre of town too,"There are many attractions available, including architecture, college, and museum. Are you looking for a specific type of attraction?"
"I sure hope so. I'd like to find a place to stay, with four stars, in the north.",I have about 8 options for you. They are all guesthouses. Do you have a preferred price range?
"Price is not of any concern, just so it has a 4 star rating.",What dates would you like to stay?
I am looking for a place to stay with free parking.,We have many places to choose from. Do you have a specific price range or area you want to stay in?
"No, but I would like a guesthouse.","We have 21 of those, would you like to narrow your choices down by location or price range?"
Can you give me the address of the one you recommend?,I recommend the arbury lodge guesthouse on the northside. Its in the moderate price range and its located at 82 arbury road. Will that be all today?
I'm looking for a place to stay in the north.,Great! There are 13 places to stay in the north. Eleven of them are guesthouses and 2 are hotels. Do you have a preference?
"I would like to find a hotel, preferable one that is moderately priced.",The Ashley Hotel at 74 Chesterton Road is nice. Can I book a room for you?
Can I possibly get their phone number?,There phone number is 01223350059. Do you require any more assistance?
What's their postcode?,The postcode is cb41er. Do you need anything else today?
I am looking for a restaurant a friend recommended. It is called the sitar tandoori.,I found Sitar Tandoori for you. It is located in east part of town. It is in the expensive price range and serves Indian food.
I am looking for a college in town,"Sure, which part of town are you interested in?"
"Area does not matter. You pick, just let me know the area and postcode please.",Well I have Christ College in the city center and their postcode is cb23bu.
Do you have any other suggestions?,There is also churchill college on the west side. Their postcode is cb30ds.
Thank you. I also need a hotel called home from home.,Home from Home is a guest house located on Milton Road in the north area. Do you need additional information?
I am planning a trip to Cambridge. Looking for a place to stay in the East!,There are many can I get a price range please?
I am not particular as along as it has 4 stars and free wifi.,There are six guesthouses that meet your needs. I have heard wonderful things about Leverton House on Newmarket Road. Would you like me to make a reservation?
"I prefer a hotel, is there a hotel in this area that is 4 star?",I am not finding any that meet your requirements. Is there something else you are looking for?
Ok. Leverton House guest house sounds fine. Can you book it for 2 nights on Monday? There will be 7 people.,Your booking for Leverton House was successful. The reference number for this stay is 8RX4FFKM . Is there anything else I can help you with?
Could you help me find a college in the east to tour?,There aren't any colleges located in the east. Do you want to search in other areas or do you want to find a different kind of attraction?
I am planning a trip in Cambridge.,Well how can I help you with that?
I am looking for architecture attractions to visit.,There are about 5 in town and they are all located in the centre area. Are you looking for one in particular?
"No, any of them will do. Could you give me the phone number and postcode?",Great Saint Mary's Church is in postcode cb23pq and their phone number is 01223350914. Is there anything else I can help you with?
I'm also looking for a train from cambridge to norwich that arrives by 12:30 on sunday.,The TR9533 train arrives at 11:55. May I book it for you?
"Hello, I'm looking for a place to stay on the north end. I'd like a place with free wifi.",Can I get a hotel type you are looking for?
It needs to be in the moderate price range,There are 8 guesthouses and two hotels meeting your needs. Do you have a preference as to type?
"Hi, I am coming to Cambridge next week and am really excited by all tourist attractions available.",Yes there are many options available. Do you have a preference for type or location?
Im looking for a hotel in the west that's cheap.,I have 2 options that fit your criteria. Are you looking for a hotel or guesthouse?
No preference on that. What's the best cheap place in that part of town?,I would suggest Finches Bed and Breakfast. They have 4 stars and offer free wifi and parking. It's a great little guesthouse. Can I book you a room?
"Sure, can I get the phone number and postcode please?",Absolutely! The phone number is 01223276653 and the postal code is cb30nd. Is there anything else I can do for you?
Yes. I need some information on attraction called Tenpin.,"They are an entertainment place in the south area. The address is cambridge leisure park, clifton way"
