question,answer
I need to get your London Kings Cross on Saturday.,"There are four trains that meet those criteria. They leave at 5, 7, 9, and 11 and arrive 51 minutes after departure. Would you like me to book one for you?"
What is the train id of the one arriving closest to 13:00?,"TR5170 is arriving by 11:51, that is the closest time to 13:00 that is showing available. Would you like to book a ticket?"
Yes. I am also looking for a Vietnamese restaurant in the centre,How many will be traveling?
"Hello, I am looking to book a train departing from Cambridge going to Bishops Stortford.",What is your departure day and time?
I'll be leaving Saturday after 19:45.,I have train TR1159 that departs at 21:29 and will arrive by 22:07. Would that be something that would work for you?
Book it for 8 please and i need the reference number.,I have booked that and your reference number is 69TDODDN .
I need help finding a train for Thursday.,Can you please tell me your departure and destination? What time would like to leave or arrive?
I would be leaving from Cambridge going o Peterborough.,What time would you like to arrive at your destination?
I just need to leave after 20:30.,"How about the last train, it'll get you there at 07:56. How many tickets please?"
"As long as it leaves after 20:30, then it's fine. Can you give me the train ID? I'll buy at the station.",The ID is TR6688.
I'm looking for a place to eat.,Sure! Did you have a type of food in mind?
I would like Americas food.,"OK, the gourmet burger kitchen is a north american restaurant."
Is the Gourmet Burger Kitchen located in the centre of town?,Yes it is. Could you like a reservation?
"Yes, please. Thursday at 20:00 would be ideal. There are 5 of us.",Your reservation is complete. Table for 5 on Thursday at 20:00. Your reference number is WXIAOK8F . Is there anything else I can help you with?
Can I please book a train to bishops stortford on saturday?,Where would you like to depart from?
I'd like to leave Cambridge and arrive by 17:30.,I have the TR0121 train available. It departs from Cambridge at 15:29 and arrives at Bishops Stortford at 16:07. Would you like to book a ticket?
Yes. Please book for 2 people.,Your passage has been booked. 16.16 GPB will be payable at the station and your reference number is ZVFTQ0X3 . Will that be all?
I need a train that leaves after 15:00 on Tuesday.,I can help with that. What are your departure and destination choices?
Cmabridge to Norwich.,There is a train leaving at 15:36 that arrives by 16:55 on the date you chose. Would you like to book a spot now?
"Yes, and I also need that for 3 people and the reference number.",The booking was successful. Your reference number is 1Q1VEFOG . Is there anything else I can assist you with?
I am also looking for a restaurant. Are there any expensive restaurants in town that serve British food?,"Yes, I recommend Graffiti. It's a fine British restaurant on the west side of town."
We want to try a local restaurant that serves Asian or oriental food.,I have 5 restaurants that match so far. Do you have a location preference of centre or north?
I would like a restairant in the centre please.,What price range would you like ?
I do not care. You tell me the best one and give me their number please.,I recommend Kymmoy. Their phone number is 01223311911. Is there anything else I can help you with?
I also need a train that is leaving on monday and should depart from leicester.,What time are you looking to leave by?
I'm looking for a gastropub in the east.,The Royal Standard is a gastropub located in the east.
"Could you please provide the phone number, address and postcode for The Royal Standard?","Phone Number: 01223247877. Post Code: cb13nl, address 290 Mill Road City Centre. Anything else?"
Great can I also get a train going to leicester and arriving by 11:45?,Where will you be departing from and what day would you like to travel?
"Cambridge, and I will be traveling on Saturday.",TR5677 will arrive at 11:06 would that work for you?
Could you get me the price of that train and the travel time before you book it?,I have TR5677 arriving at Leicester by 11:06.
Can you find me a train from Stansted Airport?,There are plenty of options. Where will you be arriving and do you have a time preference?
"I don't care when I arrive, but I need to leave after 10:00.",Not a problem. Any day in particular?
Yes. Wednesday please.,TR0467 leaves the airport at 10:24. Would you like tickets for that train?
"Yes, for five please.",I have successfully make a booking for 5 on that train.
"Hi, I'm heading to birmingham new street so please find me a train that leaves on Friday",Are you leaving from cambridge? Is there a time you'd like to leave?
"Yes, I'm leaving from Cambridge. Departure time doesn't matter, but I need to arrive by 18:15.",There are 12 trains available for you and the first one leaves at 05:01. Can I book a seat for you or do you prefer a later departure time?
"No, I said arrive by 18:15. Try again.",The closest arrival to 18:15 is 17:44. Would that work for you?
What is the price for a ticket?,The cost per ticket for that train is 75.10 pounds did you still want me to book it for you?
I need a train to Peterborough on Monday.,"The earliest train is at 5:06, do you want me to book it?"
Does it arrive by 16:00?,"Yes, it arrives at 05:56."
"Are there any later trains? Also I need to get the price, departure time, and train ID when we find a suitable one.",Yes I have trains that arrive from 5:56 to 15:24. Any preference?
What is the train ID and response of the train that arrives at 15:24? I would like to book that one.,Train TR4765 leaves at 15:06 and arrives at 15:56 and costs 16.50 pounds. How many tickets would you like to book?
I need a train that departs from Cambridge. Does TR4765 go from Cambridge to Peterborough?,"Yes TR4765 departs cambridge monday at 15:06, arriving in peterborough by 15:56. How many tickets will you need?"
I am coming to cambridge and need a hotel in the north area. Can you find me one?,"Sure. We have the Ashley Hotel and the Lovell Lodge, both moderately priced."
"Okay, thank you for your help. Goodbye.",Have a great day. Goodbye.
None. Both parties hung up the phone.,Thank you for using Cambridge TownInfo centre. Please consider us for your future travel needs?
"Wait, before you go, can you give me the phone number and address of the Ashley Hotel? And do they have internet there?",The Ashley Hotel is located at 74 chesterton road with a postal code of cb41er and their phone number is 01223350059.
Will I be able to get out of Cambridge by train on Thursday?,Did you have a destination in mind?
broxbourne is my destination and should arrive by 10:30,"TR125 leaves at 9:01 and arrives by 10:01, would you like to book this one?"
Yes please book it for 8 people.,I apologize - that is TR2125. I have booked it for 8 people. Your reference number is A2J4EAIR .
I need a place to stay as well. Preferably a 4 star hotel.,There are three hotels that meet your criteria. Would you like to narrow it down further or would you like a recommendation?
"I would like a hotel, not a guest house. Are any of those actual hotels?","yes, when were you planning your stay?"
Can you help me find a 4 star rated place to stay please?,"Sure, I'd be happy to help with your request. To help narrow down the results, what area and price range are you looking for?"
Moderate price range. Something with 4 stars. Area doesn't really matter to me.,Archway House is a moderately priced guesthouse in the north with a 4-star rating. They offer free Internet and parking. Would you like to make a reservation?
Would you happen to have any expensive Creative restaurants?,"I'm sorry, I haven't found anything. Are there other cuisines you're interested in?"
I would like Chinese food.,There are several options for Chinese. What area of town will you be in?
Any part of town is good. I need a booking for two people on Saturday at 16:45.,I've booked you a table at Yu Garden on Saturday at 16:45. Would you like the reference number?
Yes please can you send that.,The reference number is W6V1M6MM . Is there anything else I can help you with?
I am looking to find a train. It needs to go to Cambridge and it has to leave on Monday.,"I have 202 trains travelling to Cambridge on Monday, could you be more specific on when you'd like to depart and from where?"
I'd like to depart from Stevenage after 19:45.,"I have one train departing at 19:54, one at 21:54, and the last one at 23:54. Will any of those work?"
I'm looking to book a train that will depart out of Cambridge. Can you give me information about trains that leave Cambridge and arrive in Norwich?,Of course. There is a train leaving Friday at 5:36. Would you like me to book it for you?
What time does it arrive?,It arrives by 06:55 would that be okay to book for you?
No I need one that arrives at 16:15.,I'm afraid 06:55 is the earliest I could find.
What? 16:15 is later that 6:55. Are you saying you have nothing arriving in almost 10 hours after 6:55?,TR2534 arrives that time. can i book for you?
TR2534 arrives at what time?,"Sorry, there was a miscommunication earlier. TR8314 is your best bet. It will arrive in Norwich at 15:55 on Friday."
Are there any expensive restaurants in the centre of town?,There are over 30. What type of food are you interested in?
Any type would be good. Can you recommend one?,the bedouin serves african and is the expensive range? would you liketo book a table.
No thanks. Can you tell me the address of the restaurant?,They are located at 100 Mill Road City Centre
"Great. I am also looking train schedules, leaving from Stevanage and going to Cambridge.",What time will you be departing?
I am looking for attractions in the centre.,The city centre has many attractions to offer. Do you have a specific type of attraction you are interested in?
"I would like the attraction in the centre, and I would like the amount of the entrance fees in the centre.","There are many museums with free entrance, or nightclubs with fees around 4-5 pounds. Would you be interested in more information on any of these?"
"Actually, can you find a train to birmingham new street for me? I need to leave after 19:45.",What is your departure site and day of travel?
I'm looking for a train from Cambridge.,"Let me help you with that, where would you like to go?"
I need to get to Stansted airport please.,What day will you be traveling?
I need a train leaving cambridge on thursday.,There are quite a few running all day to many different stations. Where would you like to go?
I would like to go to Leicester and get there by 18:45,"Sure, I can get you aboard a 15:21 arriving at 17:06. Would you like me to book a seat aboard TR9839?"
Not right now. Thanks for the information though! Have a great day! Goodbye.,You're welcome! Have a great day!
"Oh wait! Before you go, can you give me some information on the cherry hinton village centre?",Of course. The Cherry Hinton Village Centre has multiple sports in the east end of town.
Morning! I need a train departing from kings lynn.,There are trains from Kings Lynn every hour from 5:11. Did you have a particular day and time of day in mind?
"Yes, my train should leave on tuesday and should leave after 11:00.",How about the TR8331 Train? It departs at 11:11 and arrives in Cambridge at 11:58.
"Sounds good. Could you tell me how much it costs for a ticket, and how long of a trip that will be?","Yes, the ticket costs 9.80 pounds and the ride is 47 minutes long. Can I be of any other help to you today?"
Yes. I am also looking for a place to stay in the south with free wifi. What options are there for that?,There is 1 expensive hotel and 3 guesthouses ranging from cheap to moderate. Which do you prefer?
Does the hotel have free parking?,The hotel does have free parking! It's called the lensfield hotel and has 3 stars.
Can I take a train from stevenage on tuesday?,Absolutely. Where would you be heading to and what day/time would you like to travel?
I need to go to Cambridge on Tuesday and arrive by 11:15.,"The earliest from Stevenage is the TR9263, and it leaves at 05:54 and arrives in Cambridge at 06:43. Would you like to reserve a ticket for this train?"
"Sure, I need to book it for 3 people. Can I get a reference number please? Thanks so much!","Sure thing. The booking was successful, the total fee is 38.4 GBP payable at the station. Reference number is: PL3IZVMA . Anything else I can do for you?"
I also need a hotel in the center area.,I have 3 hotels in the centre. Two are expensive and one is moderately priced. Do you have a preference?
do any of them have free parking?,"Yes, two hotels have free parking. The only difference between the two is that one has a 3-star rating and the other has 4 stars. Do you have a preference?"
I am looking for information in Cambridge,"OK, how can I help you?"
I need a train to Cambridge leaving after 13:45.,"The earliest Train leaving to cambridge is on friday at 15:17, this train will be leaving from london kings cross. Is this okay?"
Not at all. I need a train departing from Peterborough to Cambridge.,TR2521 leaves at 13:48 would that work for you?
Is that train running on Sunday? I need to travel from Peterborough to Cambridge on Sunday.,The TR9407 leaves on Sunday. It travels from Peterborough to Cambridge. It departs at 13:48. Will this work for you?
Yes. I need to book that for 7 people and I need the reference number.,"Great! Your reference number for TR7864 leaving Peterborough at 14:19 and arriving in Cambridge at 15:09 on Sunday for 7 people is confirmed. The total will be 92.4 GBP, payable at the station, and your reference number is PXS0GH2C . Is there anything else I can help you with today?"
I am looking for a train departing from Leicester and going to Cambridge on Saturday.,There are many trains available for you. Do you have a departure or arrival time in mind? The trip will take 105 minutes.
The train should depart from leicester and should leave on saturday. The train should go to cambridge and should arrive by 10:15,"Okay, the TR2969 leaves at 08:09 and arrives at 09:54. Would you like me to book tickets?"
"Yes, please for four people. May I also get the reference number?","Okay, your booking was successful! Your reference number is 5FHHNO0K . The total fee is 120.06 and you can pay that at the station."
I am also in the market for a new restaurant. Is there something in the centre of town?,There are 69 restaurants in the centre. Can I narrow it down by price for you?
"I'm independently wealthy and price doesn't matter, I am interested more in eritrean food, do you have any with that?","I'm sorry, there aren't any available. Would you like to try something else?"
How about a place that serves British food?,There will serves nice British food. Its taste is good
"Hi I need to know which train will take me to Cambridge on Monday, can you help me?",There are 202 potential matches for your criteria. Where would you be coming from that day?
I will be departing Kings Lynn after 12:00,Yes I have a 13:11 that arrives in Cambridge from Kings Lynn by 13:58. Would you like me to book that for you?
What is the price please?,TR0415 leaves at 17:58. can i help you book?
"I will need the price, travel time, and train id first please. Also looking for a park to go in town.",Train TR4329 has a travel time of 47 minutes with a cost of 9.80 pounds. I'd be happy to book that for you.
"Hello, I'd like some information on a restaurant today.","I am here to help, should I run a search or do you already have a place in mind?"
"Yes, I would like somewhere that serves mediterranean cuisine and is located in the centre.","Okay, there are a few options. What is your price range?"
I don't have a particular price range in mind but would prefer something in the mid to low range,"The gardenia is cheap, can I book you or provide some info?"
What is the phone number and postcode for The Gardenia? I also need help finding a train leaving from Norwich on Wednesday.,01223356354. Is there anything else?
"I just need the reference number, please.",If you would like me to make you a reservation I will need to know what time you would like to dine and for how many people.
I need a train to Cambridge.,Ok. Where will you be departing from?
I want to leave from Ely on Friday.,"Okay, do you have a desired time for departure or arrival?"
I need to leave after 09:45.,"TR0212 departs Ely Friday at 11:35, would you like to book a ticket for this train?"
"Hi, I'm looking for a train for my upcoming trip to Cambridge. Can you help me find one?","I am happy to help, where are you coming from and on what day?"
I am departing from Bishops Stortfod on Friday. I can leave after 9:45,There is an 11:29 that will arrive by 12:07 for 10.10 pounds. Does that sound good?
I need the train ID,The Train ID is TR6834.
I am looking for information in Cambridge,Okay! What would you like to know?
"First, I need a cheap guesthouse in the centre. It should have free WiFi.",Yes I have two one is rated 4 stars and the other has a 0 star rating. Which do you prefer?
I would prefer the 4 star rated one. I need to book it for 2 people for 4 nights starting friday.,Okay. Your booking at the Alexander Bed and Breakfast was successful. Your reference number is 7IL8SAJV .
Great thank you,Can I help you with anything else?
Yes I need a train that leaves on monday going to birmingham new street.,There are trains every hour to birmingham new street. It takes 163 minutes. What time would you like to travel?
I am looking for a train departing from Broxbourne after 20:15.,There are 28 available train rides from Broxbourne to Cambridge. The earliest leaves at 20:32 daily and the latest leaves at 23:32. What day would you like to ride?
Let's do that 20:32 on Wednesday please,How many tickets do you need? Price is 17.90 pounds.
1 please with the arrival time and train id.,"Booking was successful, the total fee is 17.89 GBP payable at the station. Your train ID is TR6477, and your reference number is K43GMVMX . Will that be all?"
I need to take a train on saturday after 15:00,First I need a little more information to find something that will suit your needs. What are your departure and arrival destinations?
I'm coming to Cambridge from Peterborough.,"Okay, is there a certain time you need to arrive by?"
"No, just need to leave after 15:00. When will I arrive and how long does it take?","You have a few options. One train leaves at 15:19 and it's about a 50 minute trip, putting you in cambridge at 16:09. Should I book it for you?"
No thanks. I also need multiple sports places to go please.,"Okay, I found one on the East side called the cherry hinton village centre. Would you like me to get you the address?"
"I'd like a train leaving Cambridge for Broxbourne, please.",What day would you like to travel?
I need to travel on Tuesday after 15:15.,I have the TR1835 going from Cambridge at 16:01 to Broxbourne at 17:01. Does that sound suitable? I can book some tickets for you if you like.
Could I get the price first?,17.90 pounds is the price.
I'm not ready to book yet. I'm also looking for a place to stay.,I can help with that. There are 33 choices. Is there a specific price range you would like to stay in?
"Hello, I am looking for a train heading to Cambridge and I will be departing from Kings Lynn.",The first train leaves on Friday at 05:11 and arrives at 05:58. Should I book it for you?
I am looking for a train from Stevanage to Cambridge.,I have several options. They all leave on Friday; do you have a preferred departure time?
"Eww, Friday won't really work for me. Do you have anything on Thursday?",There are 10 trains traveling on Thursday. The first train leaves at 05:54. Do you want to book this train or do you want a later departure time?
"That train sounds good, can you book it for 4 people?",Booked! Your reference number is: 4T6UFRYC . Can I help with anything else?
Are there any trains leaving cambridge?,There are many trains leaving Cambridge
I'm trying to get to London Liverpool Street on Friday.,When would you like to leave?
I don't have a preference but I do need to arrive by 14:45.,Friday at 5:59 would you like me to book it for you ?
"Yes, please book it for 3 people.",Great. Your booking was successful. The reference number is E2998ZVM .
I need a train from broxbourne,What day would you like to travel to Broxbourne?
I need to leave on Thursday.,Do you have time travel preference?
"Yes, time travel would be fine. But I need to get to Cambridge by 11:45 at the latest.","My apologies about the confusion, it looks like the best option for you is the TR5979, which leaves at 10:32 and arrives at 11:32. Shall I book this for you?"
"Yes, please book this for 8 people. I will also need the reference number.","Booking was successful for TR5979, the total fee is 143.19 GBP payable at the station. Your reference number is : CNUS8VFV . Can I help you with anything else?"
I'm looking for a hotel with free wifi. It doesn't need to have free parking.,"Will a guesthouse do, or are you only interested in a hotel?"
"Just a hotel, and it needs a three star raiting.",I've got the gonville hotel with a 3 star rating. Would you like me to make a booking for you?
I am looking for places to go in the centre.,What type of attraction are you interested in?
I'm not sure.,"There are old churches, colleges, and art museums."
I really don't have a preference. How about old churches?,How about Holy Trinity Church? It has a free entrance fee as well.
Is there a phone number that I can use to contact the Holy Trinity Church?,The phone number is 01223355397.
Great I also need to get a train on thursday to go to bishops stortford.,There are 10 trains that day. Do you have a desired departure or arrival time?
I need a train for Saturday at 13:00 and I will be traveling from Cambridge to London kings cross. Please book it for 7 people.,You are all booked for the TR4003 train. Price is 132.16 GBP. Reference number B02EELPU . Is there anything else i can help you with?
"Yes, my apologies, but can you confirm that the TR4003 train leaves after 13:00?","It leaves right at 13:00. If you'd like to leave later, the next train departs at 15:00"
I am looking for a train to go to London Kings Cross.,There are several available option to travel to Kings cross today. What time would you like to travel?
I need to travel after 9am,There are 56 trains. How does the TR2000 train that leaves at 9 am sound?
that will be ok. thank you for your help,Can I look up anything else for you?
"That's on Wednesday, right?","No, that's on Friday, actually. On Wednesday, I have TR6583 departing Cambridge at 9:00, going to London King's Cross. Will that work for you?"
Okay very good. What's the train ID on that please?,"TR6583, would you like for me to get you tickets?"
I'm interested in booking a train for Tuesday please. I need one that arrives by 09:15,Ok.. where will you be departing from?
The train should depart from Ely and arrive at Cambridge.,That narrows it down to 2 options. I have train TR6971 that leaves at 07:35 and will arrive in Cambridge by 07:52. Would that work for you?
"I want the train that arrive in Cambridge by 07:52, can you bookm it for me ?","I sure can, for how many people?"
"Actually, I don't need the ticket right now. Could you recommend a museum in the centre, though?","I have 11 of them to choose from. Are you looking for one in particular? If I may, might I suggest the Regency Gallery. It's recently added lots of exhibits."
I need a train. The train should depart from cambridge and should go to bishops stortford.,There are 70 trains leaving cambridge and going to bishops stortford. Do you have a specific day you wish to travel on?
"I'd like to leave on Wednesday, please.",TR4404 leaves at 05:29
That will do. Can you book it for me?,"But of course, how many tickets?"
I'd like to find a train that leaves Monday and arrives by 19:00.,"Very well. Where are you traveling from, and to where?"
"I am departing from birmingham new street, going to cambridge.",I have a train that departs at 15:40 and arrives in Cambridge at 18:23. Will that do?
That would work just fine. Could you tell me the price and travel time for that train?,The TR5385 has a travel time of 163 minutes. Would you like me to book you some tickets?
I'm looking for an expensive restaurant in the city centre.,I can most definitely help with that. Is there a certain type of food you would like to try?
"Yes, I think I would like to try French food.",Cote is a French restaurant in the centre of town. It is expensive. Would you like me to book you a reservation?
"Yes. Please send be the phone number, address and postcode.","Their number is 01223311053, postcard is cb21uf and they are located on Bridge Street City Centre."
"Great, thanks. I also need a train. I need to leave cambridge after 12:15.",I have over 800 possible matches for that request. Where will you be departing from?
i'm looking for a train to cambridge,I'd love to help! Which day were you wanting to leave?
I'm leaving on Sunday,What station do you want to leave from?
I need a train from broxbourne.,I have many trains on that day. Do you have a preferred time for leaving or arriving?
"Yes, I'd like to leave for cambridge after 13:30 on sunday.",TR4813 leaves at 14:32 and arrive an hour later. How does that sound?
"Hi, I'm looking to book a train out of Cambridge that I want to arrive in Ely. Can you assist me with finding times and dates?",There are 70 trains traveling to Ely from Cambridge between Friday and Wednesday. What day do you want to travel?
I would like to leave on Saturday.,You could take TR8860 early Saturday at 05:50. It's a short trip of 17 minutes and costs 3.52 pounds. Will this work for you?
Can you book that one for 6 people?,"Yes, I have made the booking for you. Your reference number is 1K560JNY ."
"I also need a place to eat, I would like it in the west and expensive.",There are 9 expensive restaurants in the west. Are you looking for a particular type of food?
Currently planning to come out there but need to find a train that leaves after 15:30 and that will depart from Norwich.,What day do you want to travel on?
I would like to leave on Monday.,I do not have a train that leaves by 15:30 on that day but soon after at 16:16. Would this work for you?
Yes. I will need two tickets.,"Al set, your reference number is ZIY4Y3CA, the cost is 17.60 pounds per person payable at the station."
I am looking for places to go in town centre. What are some options?,"I have the Mumford Theatre at anglia ruskin enterprise, east road, or the fitzwilliam museum at trumpington street."
What are the entrance fees for all those locations?,"The entrance fee is free for the museum is free, and the theater fee is unknown."
"Okay, thanks for that information. I would like to book a train as well. I'm leaving Tuesday after 16:00 from Cambridge.","Alright, where would you like to go?"
"Hi, what are some places to visit in Cambridge?","We have many different attractions in cambridge. What sort of place are you looking for, and in what part of town?"
"I am looking for a swimming pool, in the east part of town.","Sure, there is abbey pool and astroturf pitch in the east, address is pool way, whitehill road, off newmarket road. What else can I help with today?"
Please give me their phone number and entrance fee.,"I don't have information on their entrance fee, but their phone number is 01223902088."
I am also looking for a train leaving on Tuesday from Broxbourne after 17:15 headed to Cambridge.,"You have 7 trains, starting with TR6368 at 17:32. Would you like to book that one?"
Hi there. Can you help me find a train leaving on Friday?,Please tell me what town are you departing from and what is your destination?
"On Friday, I would like to arrive in Cambridge by 16:45.","There are over 100 trains available, could you please provide a departure location?"
I would like to leave from london kings cross.,"ok I have one leaving by 05:17, TR5219, would that be fine?"
Do you have one that arrives a little closer to 16:45. I don't want to get in too early.,TR8842 will get you there at 16:08. May I book it for you?
"Yes, I need it for 8 people. I'm also looking for a guesthouse type hotel with free parking in the moderate range.",Do you have a preference for the number of stars or the area?
"May I have a reference number for that train, please?","Your reference number is RRNTTR7Z . We also have quite a few guesthouses, do you have an area you'd like?"
"For the guesthouse, do you have one in the moderate price range that includes free parking?","There are 12 options for moderately priced guesthouses, any area preference?"
The area doesn't matter. I just need one with rooms available for 3 nights starting on Friday.,For how many people?
Can you help me find a place to stay? I am looking for a hotel with a star of 0 and it needs free wifi.,There are 3 hotels that meet that criteria. Would city centre north b and b work for you?
Yes. Does it have free wifi?,"Yes, they offer free wifi. Would you like me to make a reservation for you?"
"Is that a guesthouse in the north? If so, I need to book it for 5 people 3 nights starting Tuesday, and I'll need a reference number.","There is one guesthouse called City Centre North B and B, your reservation is all booked, your reference number is 7QYC93WT ."
Thank you. I would also like to check the train schedule for Friday.,Sure. Where will you be departing from and arriving at?
I'll be leaving from Cambridge and going to Norwich on Friday.,"Trains from Cambridge to Norwich leave 36 minutes after the hour, every hour. The duration is 79 minutes, and the price is 17.6GBP. Would you like to book a ticket?"
Can I get the train ID for the one you mentioned please?,I'm apologize but before I can provide a train number I need to know what time you would like to depart.
I need a train to cambridge,Please be specific about when you are leaving and by what time you intend to arrive to help me to narrow down.
I'd like to depart from Ely on Wednesday after 12:15.,There is a train at 13:35 that cost 4.40 pounds. Would you like to take it?
Yes please. Could you also give me the train ID?,Their ID is TR1039.
"Ok, thank you. I also need some help finding a guesthouse. I also would like free wifi.","We've got a lot of options for guesthouses, what area do you want to stay in?"
I would like to stay in Cambridge please.,"Ok, centre, north, east, west, or south side?"
I am planning a trip in Cambridge.,Excellent! What can I help you with?
I want to get a train to cambridge from leicester.,What day and time would you like to travel?
I need the train to arrive by 15:45 and leave on friday.,There is TR4625 that will depart from leicester and arrive at 14:54. The cost of the ticket is 37.80 pounds.
Sounds great. i will need a booking for 2 people.,I have booked you 2 tickets on the TR4625 leaving Leicester at 13:09 and arriving in Cambridge at 14:54 total fee is 75.59 GBP referenece TGE8CAOR .
I'm looking for a restaurant on the North end that serves yummy Chinese food,"We have three places, but I like the hotpot. Do you need a reservation?"
Could you tell me the price range first? and the postcode? for the hotpot?,The Hotpot is a moderately priced restaurant. Their post code is cb41ep.
Great can you help me get a train from cambridge to broxbourne?,"There are 133 trains that match that trip. To narrow it down, I need to know what day you'll be traveling and when you want to arrive by."
I'm looking for pizza hut fen ditton.,"Sure, it's located at Jesus Lane Fen Ditton cb58ba"
Great. Can you get a table for 7 for me. Saturday at 14:00.,Ok! I have a table for 7 booked on Saturday at 14:00. The table will be reserved for 15 minutes and your Reference number is 54PRTQHD .
"Wonderful. Could you help me find a train, as well?","Yes, where will you be departing from?"
I am leaving from Cambridge.,Where will your destination be? What day will you be traveling? When do you need to be there by?
"Hi, can you help me find a train out of Cambridge please?",I can. Where will you be traveling to?
"I'll be headed to Peterborough, and I need to leave after 15:45.",And what day are you traveling?
We would like to leave on Wednesday please.,There are 16 trains headed to Peterborough that leave after 15:45. Do you have a preference on when you arrive in Peterborough?
"No, I don't really care when we arrive as long4 as the departure is after 15:45",The TR7706 leaves at 16:05 and arrives in Peterborough by 16:56. Would you like me to book some tickets for you?
I would like it if you can help me find a place called Kambar.,Sure thing! It is a nightclub in centre. Anything else I can help with?
how much does it cost to get it?,Kambar is only 5 pounds to get into. Would you like any more information on it?
yes phone number and adress please,"Their address is 1 wheeler street, cb23qb. Their phone number is 01223842725. Will that be all?"
"Actually, can you help me find information on a train to the Stansted Airport please?",Sure what day are you traveling?
Hi. Can you help me find a restaurant?,What type of cuisine would you like?
"Modern European, please.","Sure, do you have an area or price range you are looking for?"
"I don't have a preference on price range, but would like it to be in the Centre.","I would recommend the De Luca Cucina and Bar, located at 83 Regent Street. Would you like to reserve a table?"
I need a table for 7 people.,Sure I would be more than happy to help you with that when would you like to book the table for?
tuesday at 18:45,"I have your table booked for 7 people on tuesday at 18:45, your reference number is L440UJKD . Can I help with anything else?"
I also need a train from Cambridge to London Liverpool Street.,What time will you be leaving?
"Hi, can you please help me book a train departing from London King's Cross on Sunday?",We have 10 different trains for that day. Do you want to depart and/or arrive at a particular time?
I want to leave after 9.,"There is a train leaving at 9:17, Sunday. Would you like for me to book that?"
I need a booking on the train for 7 people to go to Cambridge. Is that doable?,Yes it is. Do you have a preferred time of departure?
I would like to leave after 9:00.,I have booked the train for 9:17. The reference number is BBQXVMZK . The total for 7 people is 132.16 GBP and is payable at the station. Anything else I can do for you?
"Yes, could you please help me find a expensive danish restaurant?",It looks like there aren't any expensive Danish restaurants in town. Would you like me to look for another cuisine?
I need a train going to cambridge after 10:15 please.,What is your departure station please?
I am departing from Ely.,"great, and on what day will you be traveling?"
I will leave Thursday.,"okay, the TR0813 leaves at 11:35 and arrives by 11:52. Would you like me to make a reservation for you?"
"Yes, please. I need tickets for seven people.","Perfect, the train for 7 people is booked. The reference number is X5NYAW3W . Is there anything else I can help with?"
I need to find a train going to londons kings cross that would arrive by 17:15,I have 21 trains that match your request. Where will you be departing from?
Leaving Cambridge this coming Sunday.,"I'm sorry, we don't have any trains arriving by 17:15. The earliest train will arrive at london kings cross at 19:51. Do you need anything else?"
No thanks. Go ahead and book the train for 4 people and please provide the reference number.,"Your booking was successful, the total fee is 75.52 GBP payable at the station . Your reference number is : UMS71SR7 . Your train will leave at 19:00."
Thank you. I also need to find a place to stay.,Any particular area you would like to stay?
"In the East part of town, please. I need free WiFi.","Okay! Would you like to stay in a hotel, or in a guesthouse?"
i dont mind either.,"We have seven places, any preference on price or rating?"
I am looking for a train from Cambridge to Leicester.,What day will you be leaving?
I will be leaving on Monday.,"There are 19 trains, would you like me to book you one?"
"I need to arrive in Leicester by 21:15, do you have one like that?",There's a train arriving at 21:06. Would you like to book that train now?
I need a train that leaves after 10:00 on Wednesday.,I can assist you with that. Can you tell me where you will be departing from?
"I'd like to depart from Cambridge, going to london kings cross.",How about TR9781 leaving Cambridge to London Kings Cross on Wednesday? It leaves at 11:00 and gets in at 11:51. It costs 23.60. Can I book this?
"No, I don't need a booking at the moment. What's the travel time?",The travel time is 51 minutes. Will that be all for today?
Not quite yet. I'm also looking for a moderately priced hotel.,What area would you like to stay in?
In the north. I really prefer 4 star hotels.,The best that we have in the moderate price range is 2 stars. Could I help you find something else?
How about a guesthouse?,"It looks like there are a number of guesthouses in the north, would you like to look for a certain price range?"
"I need to a train that goes to Cambridge, from Stansted Airport.",There are 133 trains traveling from Stansted Airport to Cambridge between Friday and Wednesday. What day did you want to travel?
i would like to travel friday around 2pm,"The TR2819 fits the bill, would you like me to book you passage?"
yes please and a reference number please thank you,"Booking was successful, the total fee is 10.1 GBP payable at the station .Reference number is : LQ076J6Z ."
Did I mention I need two tickets? There are 2 of us. Sorry.,"Not a problem. The reference number is BYTSKQJT, and the price is 20.2 GBP, payable at the station. Is there anything else I can assist you with?"
I need a train leaving from kings lynn.,Okay. What day will you be traveling and what is your destination please?
I will be traveling on Sunday and need to go to ely.,"I'm sorry, but there are no trains that travel between Kings Lynn and Ely."
What if I left on Friday? I need to book it for 7 people and I need the reference number please.,"My apologies. Our system only calculates trips either to or from Cambridge, so we are unable to make this reservation for you."
Can I book a train with the same requirements from Kings Lynn to Cambridge?,Sure. Do you still want to leave on Friday?
"Yes, please. I need tickets for 7 people.",I'll be happy to book that for you. Do you have a departure or arrival time preference?
I need to arrive by 09:45.,There is only one train that day. TR9102 would you like me to book this?
I'm looking for trains for Thursday.,Sure. Where are you headed?
I'm going to Cambridge.,We have 202 trains heading to Cambridge on Thursday. Where would you be departing from?
I am leaving from Peterborough.,Do you have time you would like to leave or arrive?
I would like to arrive by 21:15.,Would you like an early morning departure? Or is there a more convenient departure time for you?
