question,answer
"Same area and price, but portuguese, anything for that?",Sorry I don't have anything for that either.
Can you try chinese?,Sorry I don't have anything for that either.
I need a place to stay located in North Cambridge that has free parking.,I have 8 guesthouses and 2 hotels in that area with free parking. Do you have a price range or rating in mind?
"Yes, I would like a 3 star guesthoise please.",hamilton lodge suits all your description
"Okay, please book that 2 people and 4 nights starting from Friday.",I have made those reservations for you your reference number is G3PHR3FO .
I am also looking for a good restaurant in the same north part of town.,There are many good restaurants in that area. Do you have a cuisine preference?
Can you tell me if there's a concerthall in the city center?,There's a place called the Man on the Moon that is a great concert hall. They are located at 2 Norfolk Street. Postcode is cb12lf. Their phone number is 01223474144.
What is the entrance fee?,"I do not have information on their entrance fee, I'm sorry."
"Ok, well thanks anyway. Can you help me find a restaurant in the centre of town also? I prefer something moderately priced.","Sure thing, what kind of food would you like. I have several options?"
I'm not too picky on what kind of food as long as it is good. Can you make a few suggestions please?,"Lan Hong House is Chinese food, Galleria is European style food and the Varsity Restaurant is international dining. Do any of these interest you?"
"Hello, I'd like some information on a train today.",Sure thing! What is your point of departure and where would you be heading to?
I would like to depart on Saturday from Stevenage and arrive in Cambridge by 15:30.,What time are you looking to leave?
11 pm would be a time I need to leave,"Okay, we have one leaving at 13:54 on Saturday, TR6607. Do you need any more information? Shall I book this for you?"
"Yes, please! I'd like 4 tickets on that train.",Reference number is : JUMNQW3V . Is there anything else?
"Hello, I'm trying to find an expensive asian oriental restaurant. Can you help me find one?",Saigon city is in the north of town and Kymmoy is in the center.
Could you book one of them for Thursday at 13:15 for 5 people? Thanks,I have booked you a table for 5 at Kymmoy at 52 Mill Road City. Reference number 1BBUM6YN . Can I help you with anything else today?
I'm looking for a Belgian food restaurant in the centre. Can you help me?,There are no Belgian places in Centre at this time. Would you like to try a different cuisine or area?
Yes. Please try European food in the Centre.,we dont have a place that matches those qualities. can you try something else?
What restaurants are located in the centre?,There are many can I get a price range you are looking for?
I am not concerned with price.,"Can I interest you in a moderately priced restaurant called Yippee Noodle Bar, an Asian Oriental restaurant in the city centre?"
Yes that would be fine. Please make reservations for 8 people at 11:15 on wednesday.,I have booked you for 8 people at 11:15 on Wednesday at Yippee Noodle Bar. Your reference number is: TCLMEX5I
I'm also wanting to stay at the Alpha-Milton Guest House. Can you help with that?,Sure thing would you like a reservation?
"Yes, I'm looking to stay at a guesthouse while I'm in town. I don't need internet access, so don't worry about that.",The alpha-milton guest house is in the north and moderately priced. Would you like to book a stay?
I need something cheaply priced.,We have 9 guesthouses that match your search. Would you like to narrow it down?
I don't care as long as it's a guesthouse located in the north for cheap.,"May i suggest the Worth House? It is a cheap, 4 star hotel in northern Cambridge."
That's fine. Can I book it on monday for 4 nights for 7 people?,I'm sorry. It looks like the guesthouse can't be booked for your stay. There's a 0 star guesthouse also in the north. Would you like me to look there?
Can you try booking again for 3 nights instead of 4?,Your booking for 3 nights was a success! Your reference number is KLPEPNED . Is there anything else I can help you with?
Thank you. Are there any cheap restaurants near the hotel as well?,"Just to clarify, are you looking for a cheap restaurant in the north area of town?"
Yes. This restaurant should serve swiss food too.,"I'm sorry, there are no Swiss restaurants in the north side of town. Is there a different food choice you would like to try?"
I am looking for a cheap gastropub restaurant in the centre of town,I was not able to find any restaurants matching your requirements.
How about something in the south and moderate price range?,I'm still not finding anything. Would you like me to search a different part of town or a different food type?
Sure let's try chinese food.,"There are 3 cheap chinese restaurants in the centre of town: Charlie Chan, Rice House, or Golden House. Would you like me to book any of these?"
I am looking for a place to go in town. Preferably a park that is in the east.,Cherry Hinton Water Play is in the east side. Anything else I can do for you?
"Yes. Please get me their address, phone number and their entrance fee.","The park is located at Cherry hinton Hall, Cherry Hinton Road. The phone number is 01223446100 and is free to enter. Is there anything else I can do for you?"
"Yes, I'm also looking for an expensive restaurant that serves Jamaican food.","I'm sorry, but there are no Jamaican restaurants anywhere in Cambridge. We do have plenty of expensive restaurants, though, so I could find you a different cuisine."
"That is fine, how about a restaurant that serves Asian oriental food?","There are two expensive Asian oriental restaurants in Cambridge, one in the north and the other in the centre. Which would you prefer?"
I want to find out more about places to dine in the city centre that serve asian cuisine.,we have 4 options. which is your price range?
I don't really have a price range - I just need a table for 2 at 17:00 on Wednesday. Pick your favorite and let me know!,I booked you a moderately priced restaurant in the city's centre called Yippee Noodle Club. Your reference number is 0P6H7PDL . Can I help you further?
"No, that's it thank you.","We can also arrange a taxi from your hotel to the restaurant when you are ready, just let us know a hour or so in advance of your reservation on Wednesday."
That's an excellent idea. Could you help me find a hotel in the north?,"There are plenty of locations that meet your criteria. Would you like to narrow it down further by stars, internet, or price range?"
The hotel should be in the north and should include free wifi.,"Acorn Guest House is a nice place, do you want their info ?"
I am looking for a college in the centre of cambridge,There are several colleges in the center. May I suggest Saint Catharine's College?
"OK, that sounds like a good idea. How much does it cost to visit?",The admission is free!
"May I have the postcode, please?","Yes, the postcode is cb21rl. Is there any thing else I can help you with?"
"Yes, I would like an expensive Vietnamese Restaurant in the Centre.","Sorry, I couldn't find any restaurants matching your requirements."
I want to find a place to dine located in the north and moderately priced.,"We have two options for you to choose from, would you prefer Chinese or Indian cuisine?"
"It doesn't matter , please send me an address and postcode for one of them.","Golden Wok Chinese, cb43hlm, 191 Histon Road Chesterton."
Thanks. Can you also help me find a hotel called Autumn House?,Autumn House is located on 710 newmarket road. Would you like me to make a reservation for you?
I'm looking for a college type attraction.,"There are 18 colleges I have found, would you prefer one in town centre or in the west?"
I would like to visit on in town centre please.,"Sure, we have thirteen options, 10 of which are free. May I suggest king's college, or hughes hall?"
"Okay, may I have their postcode, entrance fee, and phone number?","Sure, the post code to king's college is cb21st, the entrance fee is free, and phone number 01223331100"
"I'm looking for a college to visit, can you help me?",Which area would you like to visit?
"Any area is fine. Can you tell me the fee, postcode, and address of your favorite one?","Churchill college in the west is a great place to visit, the address is storey's way with postcode db30ds and entrance is free. Can I help with anything else?"
Can you tell me if there are any european restaurants in the center of town?,There are 8 restaurants that have european food in the centre of town. Is there a pricerange you would like it to be in?
"I need something in the moderate price range, please.",The galleria serves european food and is located in town centre and moderately priced. Would you like me to reserve a table for you?
"No thank you, but I would like their address please!",Their phone number is 01223362054. Anything else I can do for you?
I'm also looking for a college to visit while I am in town.,There are 18 colleges around town. Is there a part of town you'd like to visit in?
Hello. I'm looking for a cheap restaurant in the east part of town.,The missing sock is a cheap restaurant in the east part of town. Would you like their location?
"I want to know their address, phone number, and type of food, please",The Missing Sock serves International food and is located at Finders Corner Newmarket Road. The phone number is 01223 812660.
I want to find out if there are any moderately priced hotels in the north part of the city.,We have a lot of those! I like the acorn guest house. Would that work for you?
Yes that would be great! Can I have some information on it?,The Acorn guesthouse is in the North and is a moderately priced 4 start hotel with internet and parking.
Could I getting a booking for 7 people?,"Absolutely, just a few questions....when do you plan on arriving and how many days are you planning on staying?"
I want to stay for 3 nights starting on Thursday.,"Alright, I've booked your room and the reference number is 26VYTSIJ . Can I help you with anything else?"
I also need a place to dine serving indian food.,I have a lot of Indian restaurants available. Can you tell me your price range or the area where you want to dine?
Would you be able to help me locate a restaurant in Cambridge?,We have many great places to eat in Cambridge. What kind of cuisine or price range are you looking for?
I am actually looking for an attraction rather than a place to eat. Can you help me find a cinema?,"There is a cinema in Cambridge Leisure Park, Clifton Way. Would you like me to give you their phone number?"
Can you tell me what postcode it's in?,Their post code is cb17dy. Anything else I can do for you?
"Yes, I need a place to eat. Mexican food is good, it should be in the south and expensive.",Could you make a reservation for two this Thursday at 7:00 at chiquito restaurant bar?
"No, I need a reservation for 4 on Saturday at 14:45.",The restaurant has been booked. Your reference number is 54JMT9OQ . Is there anything else I can do for you today?
I am looking for a attraction in the east part of town,What type of attraction are you interested in?
"I am not overly particular, what type do you have in the East?","We have a boat, two entertainment venues, and two museums here in the East. Can I get you more information on any of those?"
"Which one would you suggest? Please give me the phone number, entrance fee, and the postcode. Thank you.","How about the Funky Fun house? It is in the east at 8 mercers Row, mercers row industrial estate. The post code is cb13ef."
That will work. I'm also looking for a restaurant in the same area that is expensive.,There are a few to choose from. The Royal Standard is a gastropub. Does that sound good?
Can you help me find a restaurant called graffiti please?,"Sure, it's an expensive british restaurant in the west, located at Hotel Felix Whitehouse Lane Huntingdon Road cb30lx. Would you like to book a table?"
"Yes, can you book me a table for 5 people for Thursday at 17:30.",Unfortunately that time slot in unavailable. Is there another time you would like me to try?
"Sure, how about 16:30? If it is available at that time please give me a reference number.","I was able to book that, reference number is P0OB1R52 ."
Find a hotel in the east and in the expensive price range?,Express by holiday inn cambridge is available.
I'm looking for a 4 star hotel.,I've found 21 4 star hotels. Is there a certain area you want to stay in?
"Yes, in the east, please.",I have found several hotels. Do you have any preference towards price?
I would not mind finding one with free wifi.,"Unfortunately, we don't have any hotels with those preference in the area, but we do have 6 guesthouses available. Would a guesthouse be okay?"
A guesthouse is fine. Which one would you recommend?,"I recommend the Leverton House. It's a cheap guesthouse, but still a 4-star establishment."
That sounds good. Can you give me the address and postcode for Leverton House?,"They are located at 732-734 newmarket road, and postcode is cb58rs"
I need a place to dine on expensive crossover food.,"There are no places a any price range that serve this food type, shall I search for something else for you?"
are you sure? maybe try the centre?,I am sorry there are none in the centre. Would you like to try a different type of restaurant?
"Sure, how about Chinese?",There is no Chinese either.
I really want to eat Chinese in the centre area of town. Are you 100% positive that isn't possible? I'll be heartbroken.,"Actually, there is chinese. I recommend Ugly Duckling. Do you want a reservation?"
"Yes, please! There will be 7 of us dining at 13:15 on Friday.",I made a booking for you. Do you need the reference number?
I need a swimming pool in the north.,I have 2 swimming pools in the north area. Jesus green outdoor pool or kings hedges learner pool. Would you like more infomation on one?
Yes what's the postcode for kings hedges learner pool?,The postcode for kings hedges learner pool is cb42xh
"I'd also like to find an expensive restaurant in the same area, please.",Booking was not successful book another day or time slot please
I'm hoping to find a cheap restaurant in the centre.,No problem! What type of food were you interested in?
I would love to have some Indian food please.,"I've found 3 restaurants in that area: Kohinoor, The Gandhi, and Mahal of Cambridge."
I am looking for something entertaining in town later and I've got some things in mind.,What are your ideas? what area of town and what type of attraction?
I'm looking for a theatre in the centre.,"There are four theatres in Centre: ADC Theatre, Cambridge Arts Theatre, Mumford Theatre and The Cambridge Corn Exchange. Would you be interested in any of these?"
"Cambridge Arts sounds good, can I get the phone number? Is there any entrance fee? And then a nice expensive dinner in the same area please.","Cambridge arts theatre phone is 0122350333, no entrance fee information is available. There are 33 restaurants in your price range, do you have a food type preference?"
"Yes, I like there to be Cuban food.",I am sorry but there are no Cuban restaurants available. Would like another type of food?
I would like a train that leaves from stansted airport after 16:15,"What day will you be traveling, and where will you be heading to?"
I will be traveling on monday and need to go to cambridge,"There's a train leaving stansted airport for cambridge every hour on Monday, by what time would you like to arrive?"
I don't care. Give me the earliest one leaving after 16:15.,The earliest train is TR5365 that leaves the airport at 16:24 and arrive in Cambridge at 16:52. Do you need a ticket?
Yes please thank you. Can you also assist to find me a restaurant where i can dine in the Center. My preference is Modern European food.,How many tickets do you need me to book for the train?
I actually don't need a ticket right now. Could you please tell me the price and travel time though?,Absolutely. The TR5365 costs 10.10 pounds and has a travel time of 28 minutes. What else can I do for you?
I'd like to visit a theatre.,There are 5 theaters in Cambridge most of which are in the centre of town. Would you like information on one of those?
Yes please. I'll need postcodes as well.,"The Junction is in the south, cb17gx. The other 4 are in centre. ADC theatre, cb58as. Cambridge Arts Theatre, cb23pj. Mumford Theatre, cb11pt. And The Cambridge Corn Exchange, cb23qe."
Thank you. Can you help me find a place to dine that is in the centre and serves asian oriental?,Yes I have several. Do you have a price preference?
"Yes, I'm looking for something inexpensive. Can you list those in the cheaper price range?","Yes, there are two options: Dojo Noodle Bar and J Restaurant. Would you like to book one?"
Let's try Dojo Noodle Bar for 7 on Wednesday at 14:30.,"Ok, I have made a reservation at Dojo noodle bar for 7 on Wednesday at 14:30"
"Awesome. Could I have the reference number, please?","The booking was unsuccessful for that time, can we try another time that works for you?"
Are their any architecture in the centre of cambridge?,Yes! There are 4 churches as well as old schools. Would you be interested in one of those?
"Certainly, pick out a good option. I will need the entrance fee please.",I would like to suggest all saints church. The entrance fee is free.
"Excellent, could I also get its postcode and phone number?",The phone number for All Saints Church is 01223452587 and it's postcode is cb58bs. Can I help you with anything else today?
i am looking for a place to eat. The restaurant should be in the north and should serve indian food.,I am showing 2. The nirala which is moderate priced and the royal spice which is cheap. Would you like to book one of them?
"We are wanting to save money for the rest of the sights in town, so let's go with the cheaper one. Can you tell me about it?","Sure, the Royal Spice is located on Victoria Avenue, Chesteron and the post code is cb41eh."
Can you please make a reservation for me? It needs to be for 3 people at 14:45 on Friday.,Your booking was successful. Your table will be reserved for 15 minutes. The reference number is 0MRW9QAM .
Thank you very much.,Is there anything else I can assist you with today?
"Yeah, I also wanted to find a park to visit in the north.",milton country park is in the north and it is free to visit.
Do you have any recommendations for a restaurant in the south area in a high price range?,"Yes, there's the Good Luck Chinese Food Takeaway, Peking Restaurant, and Taj Tandoori. How do those sound?"
Do the serve mediterranean food?,There is no expensive Mediterranean restaurant in the south.
How about one that serves Chinese food?,"There are two expensive Chinese restaurants, the Good Luck Chinese Food Takeaway and the Peking Restaurant. Would you like to book a table with either of these?"
Can you make a reservation for 1 on Monday at 17:00 at Peking Restaurant please.,I'm sorry but there was no availability for that time. Would you like to try another day or time?
I am looking for a cheap restaurant in the south part of town.,"How about nandos, a portuguese place ?"
Is there anything else available?,The Lucky Star is also a cheap restaurant in the south part of town. It serves Chinese food.
"Hello, what expensive restaurants do you know of in the East part of town?","I have 5, 2 Indian, a Chinese, a British, and a gastropub. Any of them tickle your fancy?"
Can you tell me about the indian places? Are any of them expensive?,Sitar Tandoori is my favorite. They are indeed expensive. Would you like to book a table there?
What is their phone number?,Their phone number is 01223249955. Would you like to make a reservation? Or can I help with anything else?
I need to find an attraction.,"There are several attractions in the east part of town. Are you interested in a specific type, such as a museum or outdoors?"
I need to find out information about a particular hotel called warkworth house,It has some great reviews. It is a 4 star moderate located on Warkworth Terrace. What else would you like to know?
book it for 3 people and 5 nights for monday.,I just booked it for you. Your reference number is 3P75NAMG . Is there anything else I can do for you?
"Yes, I am looking for a restaurant that serves Eritrean food.",I'm afraid there are no eritrean restaurants in the area. Would you like to try a different cuisine?
Are there any Eritrean restaurants in the east instead?,"I am sorry, there are no Eritrean restaurants in the East either. Would you care for another type of cuisine?"
Let's try Italian food.,There is one Italian restaurant in the East. It is moderately priced. It is located in Cambridge Retail Park.
Ok great. Can you book a table for 3 at 16:00 on Monday?,I have booked a table for 3 for Monday at 16:00 at Pizza Hut Fen Ditton.
Can you help me get train tickets leaving london kings cross arriving by 18:30?,What day would you like to travel?
On Thursday please.,TR5219 is leaving London Kings Cross at 05:17 and arriving by 06:08 at cambridge on friday
Can you tell me the price and travel time of that?,I'm sorry about the misinformation. The TR2775 leaves on Thursday like you want. The price is 23.60 and the travel time is 51 minutes.
"Thank you. I am also looking for a place to eat, called graffiti.","I have that, what would you like to know and would you like to book it?"
I would like to make a booking for 1 people at 21:00 on the same day.,"I'm sorry, they were not able to accommodate that request. Would you like to try a different time?"
How about 20:00 instead?,"I'm sorry, but that booking is also unavailable. Is there a different day or time I can check for you? Maybe earlier in the evening?"
I am looking for a restaurant. The restaurant should be in the south and should be in the cheap price range,"How about nandos, I've heard great things!"
"Is that restaurant in the south? I""d like to book for 4 people at 1330 on saturday please",Nandos is indeed in the south. The booking is successful with the reference number PCFFZ610 . Do you need more help?
"Hello, I need help finding a moderate priced restaurant in the centre of town.",There are 21 results. Is there a certain type of food you'd like?
"Yes, I would like a international restaurant if possible.",I have two. The varsity and Bloombury restaurant's.
The Varsity will be fine. I'll need a table on Friday at 14:00. It will be for 8 people.,"You are all set, the reference number is 8FUDRX3I, can I assist with anything else?"
I'm looking for a restaurant called Thanh Binh. Can you help me find it?,Absolutely! Thanh Binh is a wonderful vietnamese restaurant in the west. It is relatively cheap. Would you like any more information about them?
Sounds perfect. Could you book it for myself and five others on Friday?,Would you like a reference number.
"Yes but if you could book it for 6, at 12:00 on friday, that would be good.","I can, would you like the reference number?"
Of course I would like the reference number.,I'm sorry but I can not book that.
Can you book it for 11 instead?,"Sorry, the restaurant can't accommodate you during that time."
"Hmm, how about 11:00?",Looks like my system is acting up and can't accept you for 11:00. Want to try for another time?
"Yes, please try for 12:00",I'm sorry. I'm not sure what is going on. It will not let me book. Would you like to try a different restaurant?
"Sure, what do you have available?",Would you like to stick with Asian Cuisine?
Can you please try again at 12 on friday?,I'm sorry I am unable to book that.
How about 11:00 that day?,I am sorry I cannot book it at that time. Would you like to try another restaurant?
No thank you. Can you help me find an attraction?,What kind of attraction would you like to see?
I'm looking for unusual food in the south part of town.,what price range do you prefer ?
I have no preference.,There are no restaurants in the south part of town serving unusual type food.
What about Italian food?,Frankie and Bennys is an Italian restaurant in the south part of town and is in the expensive price range.
"Hello, i'm looking for a restaurant called river bar steakhouse and grill.","This is a modern european, cheap restaurant. It's in the centre, located at Quayside Off Bridge Street."
What is their postcode?,Their post code is cb58aq. Would you like me to make a reservation for you?
Not right now. Is there anywhere to go for entertainment in the south?,There's the tenpin entertainment attraction in the south.
Can you tell me more about The Tenpin? And can you give me a phone number and postcode?,The Tenpin can be reached at 08715501010. Their postcode is cb17dy. Is there anything else you needed?
Could you find me a welsh restaurant in the cheap price range ?,Therea are no Welsh restaurants listed.
How about italian type of food?,In which area would you like to look?
Any area will be fine.,Da vinci pizzeria serves Italian food in the cheap price range and it is in the North part of town.
I am looking for a chinese restaurant. I want a place that is expensive and classy.,I have 9 expensive chinese restaurants. Is there a certain area of town you would like?
"Nope. Pick the place with the most stars, and give me the address and postcode.",Yu Garden is an expensive Chinese restaurant located on the east side of town. Would you like the address for this one?
Yes I would like the address and the postcode please.,"The address for yu garden is 529 Newmarket Road Fen Ditton, postcode cb58pa. Would you like me to book this restaurant for you?"
I need to book a restaurant.,I'm happy to assist you. What type of cuisine would you like?
I would really love to try christmas food.,"I'm sorry, I am not showing any restaurants serving Christmas food. Would you like to consider a different cuisine?"
I would love italian food then.,We have 15 different Italian restaurants across town at different price ranges. Do you want to narrow down your choices?
No thank you. I'll just need a price range and postcode for one of them.,pizza hut city centre is inthe cheap price range. their postcode is cb21ab
I am looking for a restaurant called Charlie Chan,I found Charlie Chan on Regent Street City Center. Can I book that for you?
"yes please, for 1 person at 12:45 on Thursday, thank you",You're all set! The reference number is NL81FN41
Thanks! I also need a train to Cambridge on Thursday. Can you help me with that?,Can you tell me your departure station and a time you'd like to either leave or arrive?
I am looking to leave Kings Lynn station and arrive by 9:45,I have 4 trains that arrive before 9:45. Would you like me to book TR8705 which leaves at 8:11 and arrives at 8:58
I'm taking a trip in cambridge and need a place to stay. I would like a 4 star in the moderate price range.,I have several guesthouse options for you. What area of town are you interested in staying?
"I don't have an area preference, but I would like to have free WiFi.",I would suggest a and b guest house would you like the info?
"Yes, can you give me that information.",The address is 124 tenison road and the phone number is 01223315702.
Sounds great. That is a guest house correct? What part of town?,"Yes, it is a guest house located in the east area."
I am looking for an expensive restaurants in the west side of town.,"fantastic, i have nine options for you"
Do any of them serve European food?,cambridge lodge restaurant does.can i book for you?
"No, but I'd like the address if you can give it to me.",It is Cambridge Lodge Hotel 139 Huntingdon Road City Centre.
"Thanks! I'll also be needing a place to stay. A hotel in the south, preferably also in the expensive range.",the lensfield hotel is a 3 stars and is located in the south
no i wanted a 4 star hotel,"unfortunately, i don't have anything in that area that has a 4 star rating."
What is that european food place's address?,I found several places serving European food. Do you have a preference as to the location?
"No, any part of town is fine.",Cambridge Lodge Restaurant serves European food and is located at Cambridge Lodge Hotel 139 Huntingdon Road City Centre.
I need a place to eat that is expensive.,There are many options for expensive dining.
"Specifically, I would like an Indian restaurant.",There are a number of expensive Indian options. Is there a specific part of town you were looking for?
"Not really, as long as it is open on Monday and has room for 5 people.",It appears that the Curry Garden meets your needs! Would you like me to book that for you?
"Yes, please make reservations for 5 people at 16:45 on Monday.",Booking was successful. The table will be reserved for 15 minutes. Reference number is : J8918H0X . anything else i can help you with?
Thanks. I also need a train from Bishops Stortford to Cambridge.,What day will you travel?
Are there any expensive places to dine in the West?,"sure, i have 9 options for you"
Thank you! What kinds of restaurants are available?,"I see british, european, and indian available."
Can you tell me about one of the restaurants that serves British cuisine?,Sure. The Graffiti is a restaurant that serves British food. The phone number is 01223277977. Would you like to make a booking?
"Yes, please. For Friday. 3 people at 16:30.",Booking was successful. The table will be reserved for 15 minutes. Reference number is : 86G11ZVP .
"Oh thank you so much. I also need a train from Bishops Stortford, can you help with that?","Sure, what will your arrival station be?"
"Yes, may I have the address for restaurants in the south part of town. Preferably something moderately priced.",There are two options. Pizza Hut Cherry Hinton serves Italian food and is located at G4 Cambridge Leisure Park Clifton Way Cherry Hinton. Restaurant Alimentum serves Modern European food and is located at 152 - 154 Hills Road. Anything else I can help you with today?
"I'm looking for a moderately priced restaurant in the north part of town. I would like to know the type of food, address and phone number.","first we have golden wok at 191 histon road chesterton c.b 4, 3.h l . it is chinese and it's phone number is 01223350688. next we have an indian restaurant at 7 milton road chesterton c.b 4, 1.uy. it is called the nirala"
Do you have the phone number for nirala?,The Nirala's phone number is 01223 360966
I want to find an expensive restaurant in the north.,saigon city is a good choice. Do you want to book ?
Does it serve unusual food? That's what I'm looking for.,Saigon City offers Asian Oriental food.
How about chinese food?,The Hotspot and Hakka are expensive restaurants on the north side that serve chinese food. Would you like to book one?
Can you book it for me and get a reference number ?,Definitely. What day would you like to book the reservation?
"You know what? I'm not quite sure when I want to go. I'll just take the address, postcode, and phone please.","Hakka is located on Milton Road Chesterton, postcode cb41jy. You can call them at 01223568988. Is there anything else I can help you with?"
I'm looking for a hotel in the north.,"There are two options, Ashley hotel and Lovell lodge, both are two stars and moderately pricing, would you like me to check for bookings?"
Are either of those in the north? it should have free parking too,"They are both in the north, and have free wifi. Would you like to make a reservation at either of them?"
Do either have free parking?,They both offer parking.
Is either one a guesthouse?,I am sorry but they are both hotels. Would you like a reservation?
May I have you check one more time to make sure there are not any moderate priced guesthouses in the north that include parking. I'd much rather stay in a guesthouse.,There must have been a glitch in my system. I am showing 7 moderately priced guesthouses in the north that have free parking. Are there any other amenities you require?
Can you please recommend one and book me a room for 6.,I would recommend Acorn Guest House. What day will you be arriving and how many nights would you like to stay?
"it will be for wednesday for 6 people, 4 nights.","Okay, I have that booked for you. Reference number is WZYCQL4O"
Can you help me look up a particular hotel that I have in mind?,"I am happy to help, what was the name of the place?"
"Its the huntingdon marriot. I'd like to book it for 8 people on 2 nights starting on wednesday, and I'll need a reference number.",Your booking was successful reference number is 1QVLVD25
"Great, thanks for that. I'm also looking for information about a restaurant called mahal of cambridge.","Okay, the Mahal of Cambridge serves indian food and is located in the centre. Would you like me to make a reservation for you?"
I am planning a trip to Cambridge looking for a train.,Where are you coming from for your visit?
I am leaving Bishops Stortford.,I have the system up but still need the date and time.
I would like to leave after 18:00,The TR9891 meets your criteria. Would you like to book tickets?
Yes please for 1 person.,"You have a seat reserved on TR9891, reference #6K7A74SN . Can I help you with anything else today?"
Looking for someone that serves Australasian food?,No restaurants serving australasian food can be found. May I find another type restaurant for you?
Do you know of any cheap indian restaurants?,There are 4 to choose from. Would you prefer the centre or north?
I would like it to ideally be in the center.,"I have the kohinoor, the gandhi, or mahal of cambridge. Would you like me to book one for you?"
"Yes, could I have a table for 1 please?","sure, first let's figure out which restaurant you would like. kohinoor, the gandhi, or mahal of cambridge?"
let's try the gandhi.,What day and time will you be coming in?
I will need a table on wednesday at 18:15.,"i will book you up, welcome"
I need the reference number for the booking. Also can you help me find a train going to Cambridge Wednesday?,I have booked a table for 1 at The Gandhi. Your reference number is WJBOROQR . Can you give me more information about the train you need?
I need a train on Wednesday from stevanage to cambridge. It needs to arrive by 10:45.,"The TR4626 could get you there by 10:43, does that work for you?"
I am looking for a place to stay. I needs to have moderately priced rooms and reside somewhere in the east part of town.,"There are 3 places that fit your needs. A and B Guest House, Carolina Bed and Breakfast and Warkworth House. Would you like to book with any of these?"
Do any of those places have free wifi?,All three have WiFi. Can I book one for you?
Do all of them have free parking as well?,Both Warkworth House and Carolina Bed and Breakfast have parking available. Shall I make a booking?
Can you please book a one bedroom at Warkwoth house and I also am looking for a restaurant that serves indian food in the same area.,"What date, number of days, and number of people would you like to book at Warkworth house?"
One person on Sunday at 17:00 please.,"Before we make your restaurant reservation, let's take care of the hotel. What day are you arriving, how many nights are you staying, and how many people?"
It's just me. I am arriving Sunday and staying one night. Can you provide the phone number for the restaurant?,The number for Rajmahal is 01223244955.
I apologize. I seem to be a bit ahead of myself today. What kind of hotel was the Warkworth house?,"That was a guesthouse, all 3 options are guesthouses."
I am trip in Cambridge looking for a restaurant.,What kind of restaurant?
I'm in the mood for Spanish food. Are there any on the east side of town that are in the moderate price range?,"There are no spanish restaurants in the east, but there's one in the centre called La Tasca. Would you like more information?"
"No, I really want to stay in the east. How about an Italian restaurant?",there are 15 in that side. what is your price range?
It should be moderately priced.,Great news. The Pizza Hut Fen Ditton is in the moderate price range in the east. Would you like me to book you a reservation?
book a table for 7 people at 15:45 on monday.,Booking was successful. The table will be reserved for 15 minutes. Your reference number is : WS8I58FS . Can I help with anything else?
That is all I need.,Great. Have a good day.
I will also need a train that will leave Cambridge after 2:00 pm to Ely on Tuesday,TR1534 leaves at 05:50 and arrives at 06:07. Would you like me to book a ticket for you?
I need to catch a train into Cambridge. Could you help me find one?,Of course. What time and from where are you departing?
I need to go to cambridge from broxbourne and the train should leave after 10:00 on a tuesday.,Train TR6989 leaves at 10:32 and arrives by 11:32. Would you like to book it?
"Yes, I need tickets for 3 people please.","Your booking was successful, the total fee is 53.7 GBP payable at the station . Reference number is : 23926N66 . Let me know if I can do anything else for you."
I also need a place to eat serving indian food,which side of town do you prefer?
Looking for place to eat in the south,There are nine restaurants in the south. What is your price range or type of food you prefer?
"I need something in the moderate price range, preferably Eastern European food.","Unfortunately, I don't have anything that meets those requirements. Can I try another type of cuisine?"
"Yes, let's try looking for an Italian restaurant please.","I have one in the south, moderate price, would you like to book that one?"
"Can you just give me the postcode, phone number, and address?",The pizza hut cherry hinton is at G4 Cambridge Leisure Park Clifton Way Cherry Hinton postcode cb17dy phone number 01223323737
"I also need a room, with wifi and in the moderate price range.",There are 17 options. Is there a specific area that you would like to stay in?
"I'm looking for a place called kambar, can you help me?",Sure! It is a nightclub located in the centre of Cambridge. The address is 1 Wheeler Street and admission is 5 pounds. Do you need more information?
Can I get the postcode and phone number for them please?,Certainly! Their phone number is 01223842725 and postcode is cb23qb. Can I help with anything else?
Thanks. I am also looking for a restaurant that serves lebanese food in the centre. Do you have any suggestions?,The ali baba is a very nice one. Should I book it for you ?
Yes can you please book that?,How many people and for what day?
Is the Ali Baba cheap?,It is in the moderate price range. Would you like a booking?
"Well, then I really want to stay with something cheap. How about indian food?","I recommend kohinoor, they are indian with a cheap price, would you like more info or a booking?"
I'm looking for an English restaurant that's moderately priced..,There are no restaurants matching your request. May I help you find a different restaurant?
I'm looking for a chinese restaurant in the center of town.,We have several Chinese restaurants in that area. What price range were you looking for?
I want something cheap.,May I suggest Golden House? It sounds like what you are looking for. Shall I provide more information?
"Yes, can you give me the address, phone, and postcode.","Sure! 12 Lensfield Road City Centre, cb21eg. The phone number is 01842753771."
Oh goodness. My mistake. I was supposed to be going to the south part of town. Can you see if you have any cheap chinese restaurants in that area?,No problem. Yes there is one the lucky star.
"Can I have the address, postcode, and number for that restaurant as well?","Cambridge Leisure Park Clifton Way Cherry Hinton, cb17dy. 01223244277. Is there anything else?"
I need a restaurant that serves Irish food and is in centre of Cambridge,Unfortunately no restaurant matches that search criteria. Could you like to look at other areas?
