question,answer
I am looking for a 3-star guesthouse. Can you please help me?,"I've found several guesthouse options, do you have a specific area of the city in mind?"
Do any of those have free parking? I really need it to include that.,Three guesthouses rated 3 stars have free parking available. May I start a reservation for you?
"Yes, at whichever one you think is nicer. I need a room for 2 nights on Saturday. There are 6 of us.",I have made a reservation for your party of six for two nights starting Saturday at Bridge Guest House. Your reference number is ZZ1ECCCS . Do you need anything else?
I am also looking for a place to dine in the moderate price range with British food.,Are you looking for a restaurant in a particular area?
It should be in the centre.,"i recommend cotto, phone-01223302010"
"I am looking for a nice bistro in Cambridge, moderately priced would be good.",unfortunately i don't have anything in that price range
There's nothing moderate in all of the centre area? Or just bistro food?,"We have 31 moderately priced restaurants in the center, just no Bistro, sorry."
Is there a gastropub in that area instead?,"Yes, we have one and it's called The Cow Pizza Kitchen and Bar. Would you like for me to book a reservation for you?"
"Yes, let's book a table for 6 people at 14:45 on tuesday.","Alright, your reservation is made with reference number V76UTC2C . Can I help you with anything else?"
i also need a hotel room for two nights and 1 person and must have free parking,What area do you need it to be in?
In the centre please,What price range?
Not price specific but I want something 0 star.,"I think El Shaddai would be perfect for you. It's in the centre of town, 0 star, and has free wifi and parking. Can I book for you?"
I'm looking for something to go to in Cambridge.,What area of town were you looking to visit?
It doesn't matter. I'm looking for a nice museum.,Broughton house gallery is a nice museum. Would you like the address?
"Yes, please. May I also have the postcode and the area of town?",They're in the center of town. The postcode is cb11ln.
"Thank you, I'm also looking for an expensive restaurant that serves European food.",I have 5 different restaurants available. Do you prefer to dine in a certain area of town?
NO preference but lets try one in the center area since the museum is there.,"There are three choices, erania, michaelhouse cafe, and darrys cookhouse and wine shop. Any preferences?"
I am at Club Salsa and I need to book a taxi to leave after 06:15.,Sure! What is your destination?
I need to go to the Cambridge arts theatre.,Your booking is all set. A black honda will be picking you up.
I am planning a trip to Cambridge and am looking for a hotel.,There are at least 9 hotels in the area. What price range would you like?
"Moderate price range. And a 4 star rating, please.","I'm sorry, we don't have any hotel rooms that meet those requirements."
I need a place with wifi.,"I have 2 hotels in the moderate price range with free wifi and 2 star ratings in the north location, would you like one of those?"
yes and book it for me and I need postcode,"would you like the ashley hotel, cityroomz, or lovell lodge?"
Ashely hotel will be fine thank you,"The postcode for the Ashley hotel is cb41er, can you give me some more information to book your room?"
"it has wifi and free parking,there is no info on the room",Okay the Ashley Hotel and the Lovell Lodge match your preferences.
Which one is better?,"Well, both have a two star rating and are in the same price range, so I think they'd be about the same, quality-wise."
Please pick on and make reservations for 8 people for 3 nights starting on Thursday.,Your reservation for 8 people at Ashley Hotel this Thursday for 4 days 3 nights was successful. Your Reference number is : NZP6RTB5 .
"I'm looking for a restaurant in the South, I'd like to have indian food.",taj tandoori is indian food located in the south. Want to book it?
Yes please for two people.,What day and time would you like that table?
"Actually, I don't need to book it. Can I get the address, postcode and phone number instead? And to make sure, this is a very expensive restaurant?",64 Cherry Hinton Road Cherry Hinton 01223412299 cb17aa there you go.
"Yeah, I'm going to be looking for some british food.","There are several restaurants close to your location, how about one called, restaurant one seven? The restaurant is located on De Vere Univeristy Arms Regent Street City Centre."
Are any of those options located in the centre of town?,"Yes, Restaurant One Seven is located in the centre of town, as are 4 other restaurants with British food."
Is it expensive? I'd like to really paint the town red!,It is in a moderate price range.
Is there a restaurant in the Centre that serves British food and is in the expensive price range?,"Yes, there are 3 - Fitzbillies Restaurant, The Cambridge Chop House, and Midsummer House Restaurant. My favorite is Midsummer House Restaurant - utterly decadent! May I reserve a table for you?"
Yes. Reserve a table for 1 person at 16:30 on Tuesday.,Booking was successful. The table will be reserved for 15 minutes. Reference number is : LIF9IWL5 . Anything else.
I need a guesthouse to stay while I'm in town. I don't care if it has free parking or not. Do you have something I could get?,I have 24 options available. Do you have a specific area in mind?
No specific area but i do need wifi and a moderate priced guesthouse please.,There are 14 guest house with internet and moderate price what area would you like
book a hotel for 7 people and 2 nights starting from wednesday,First let's pick one of the 14 guesthouses and then I'll book your room!
"Sounds good. There are a lot to chose from, is there one that you specifically recommend?","Yes, I would recommend acorn guest house."
That sounds fine can you book for seven people for two nights starting Wednesday? I'm also looking for a park to visit.,Absolutely! Your Booking was successful. Reference number is : 7ZCFV2O4 . Is there anything else you need?
I'm also looking for a park to go to while I'm in town.,We have five parks available. Do you have an area that you would prefer?
Please find me a place to stay in the centre that includes free wifi.,I see that the Alexander Bed and Breakfast guesthouse is in the centre of town and includes free internet. Would you like me to book it for you?
"Yes, I would like it, and hope that is has free parking space.","What day would you like me to book the hotel, how many people and What days would you like to stay?"
"I would like to book the hotel for 4 people, 3 nights starting on thursday, please.","Ok, the booking has been completed. Is there anything else I can help you with?"
Can I have the reference number for the hotel booking? I'd also like information about a restaurant called Bedouin.,Your reference number is 1S9ZTFDA . The bedouin is an expensive african restaurant in the centre area. Would you like to make a reservation there?
"Fantastic, thank you. What's the postcode for the bedouin? Do they only serve african food?",The Bedouin is located at 100 Mill Road City Centre and serves African food
I need some information on a place to eat call the nirala.,The nirala is an indian restaurant in the north side in the moderate price range. Would you like to make a booking?
Can you book it for me and get a reference number ?,I can book it for you but first I will need to know what day and time you need in addition to how many will be in your party.
Thank you! Will you please book a table for 1 for 13:30 on Monday?,Your table is reserved. Your reference number is 2X07EN14 .
Thank you my table has been reserved and my number is 2X)7EN14.,Is that all that you will be needing today?
"I also need a 4-star place to stay in the west, and it needs to have free parking.",There are 3 options that meet your criteria. Would you prefer a hotel or guesthouse?
"No, no preference.",Did you have a preference between cheap and expensive?
"I'd like to book a taxi from Ask, departing after 19:15.",Could you tell me where your destination will be?
I need to go to rice house.,Could you tell me when you would like to arrive at Rice House?
I need a place to stay in the centre that has free wifi.,There are a bunch of options for you to choose from. Do you have a price range?
"I would like it to have a star rating of 4 and cost does not matter, I would also like it to have free parking.",I have one guesthouse that has free internet and parking on the cheap side. It's also located in the Centre at 56 Saint Barnabas Road.
Please book a 4 night stay for 3 people on saturday.,Your booking was successful at alexander bed and breakfast and your reference number is EGYY9BB7 . Is there anything else I can assist you with?
"Yes, I also need a restaurant with Turkish food near the hotel in the centre area please.",There are 3 turkish restaurants in that area. How about Anatolia?
I'd like the restaurant to be in the moderate price range. Can you narrow it down?,"There is Anatolia and Efes Restaurant available, which would you like to book?"
I'll take Efes for 3 people on saturday at 15:00 please.,It was unsuccessful. Did you want to try the other one? Or a different time frame?
Do you have any restaurants in the center of town that serve The Americas cuisine?,"No, sorry. Would you like to try searching for a different location or cuisine?"
how about one that serves modern European food?,There are 4 places that server Modern European cuisine in Centre. Do you have a particular price range in mind or would you like a suggestion?
Price doesn't matter. I would like to book a table for 7 people at 13:00 on Sunday.,I made you a reservation for 7 on Sunday at 13:00 at riverside brasserie. Your reference is DYYUTE3X and the table will be held for 15 minutes
"Thank you, that is nice.",Is there anything else I can help you with?
"Yes, I'm also looking for somewhere to visit in the same area as the restaurant.",I have found 44 attractions in the area you will be at. Do you have a specific thing you would like to do?
"Hi, I'm trying to find a place to stay called the cambridge belfry. What can you tell me about that?","Its price range is cheap, it's four stars, and offers internet and parking."
"Sounds perfect. Can you book a room for me for 6 people, 5 nights starting on Friday? Please send me the reference number.",Great! I've got you booked for 5 days for 6 people on Friday. Your reference number is 8RL6ZC5G .
Thank you for the reference number. Are there any cheap places to dine in the North area?,Do you have a preference for type of food? I have an Indian option and an Italian option.
Any of the two would work. As long as you can book it for 6 people on the same day for 13:30.,"I'm sorry, neither of them are available. Should I try different time or other restaurants?"
Is the alpha-milton guest house still in operation?,"Yes they are. Still on the north side, woudl to liek me to book you or give you their contact info?"
Great. Can you reserve a room for me for Thursday? There will be 2 of us and we would like to stay for 2 nights.,I reserved a room for you with reference number AOYFLXPT . Is there anything else I can help you with today?
I am also looking for thai food in centre please.,I can reserve at the restaurant named Bangkok City
Okay please book a table for the same group of people at 14:15 on the same day.,I have made those reservations and your reference number is S7RZRH3P .
i want to book a taxi,"I would be happy to help. What are your departure and destination sites, and what time?"
I would like to leave the Leverton House after 08:00 to go to the Cambridge Lodge Restaurant.,Booked! Your car is a black volvo. Contact number: 07380094079
i am looking for a restaurant in the expensive price range and should be in the centre part of town.,Do you have a certain type of cuisine in mind?
Anything would be fine.,"Well, if you're interested in something unusual, we have the Bedouin, which serves African cuisine. Or there's the more traditional Cote, which serves French cuisine."
Thank you what is the address and what is the pesticide for Bedouln. What fun attractions are near by?,The address for bedouin is 100 Mill Road City Centre and the postcode is cb12bd. What kind of attraction are you looking for?
"I'm looking for a college, fairly close to the restaurant, if at all possible.",There are many colleges in the area I recommend corpus christi it costs 2 pounds but is beautiful. A free college is emmanuel college. Can I help with anything else?
I need a guesthouse in the center of the town please.,I have 2. The alexander bed and breakfast and the el shaddai. Both are in the cheap price range.
I need it to b moderately priced and include free wifi.,"I'm sorry, but there are no moderately priced hotels that fit your criteria. Would you like me to look for something moderately priced in a different part of town?"
Can we try in the north instead?,We have 8 moderately priced guesthouses in the north. Might I suggest the arbury lodge guesthouse?
"Alright, can you book me a room please. I want to stay on Sunday for 2 nights.","Okay, great! How many people will be staying?"
It looks like we'll have a total of 5 people in our party.,I have book a room for 5 people beginning on Sunday and continuing for two nights. Your reference number is 2KMVO8NF . Can I help you find anything else?
I am looking for a place to dine.,What kind of food are you interested in?
I would like to find Asian Oriental.,What is your price range?
I need a taxi today,Sure! what is your departure site?
I need to leave from broughton house gallery,Sure! when would you like to arrive?
I really need to get there by 16:30 please.,"Ok, and what is your destination?"
I am visiting Cambridge and would like to stay at Allenbell can you help give me some information on it?,That is a guesthouse in the East that is the cheap price range. They have free internet and parking.
i wish to book it for 5 people and 4 nights starting from friday,It's been successfully booked! Your reference number is CWRUXD1R .
Thank you! I appreciate you providing the reference number.,No problem at all! Is there anything more I can assist you with today?
I was wondering do they serve complimentary breakfast?,"I don't have that information, but their phone number is 01223210353 if you would like to call them."
I am also looking for some recommendations on places to go in the east.,"There are 10 attractions in the east. If you like boats, I would recommend camboats. There are also parks, museums and entertainment if you would prefer one of those instead."
Please help me locate a restaurant in the centre that serves South Indian food. Thanks.,I'm sorry but there are no South Indian restaurants in the center. Can I interest you in something else?
Is there one that serves seafood?,The loch fyne serves seafood. Would you like for me to make you a reservation?
No. May I have the phone number?,The phone number is 01223362433. Is there anything else I can help you with?
"Yes, I also need to find a cheap hotel.",All right. Do you have an area you prefer or a type of hotel?
"Something with free parking, 2 star, and is in the moderate price range.",I see two choices for moderately priced 2 star hotels. They are both hotels located in the north with free parking and internet. I recommend ashley hotel.
I'm looking for a place to stay in the moderate price range. It doesn't need to have free parking.,There are quite a number of hotels that fit your description. Any preferences in location or food served?
"It should be on the east side, and have free wifi, no food preferences though.","I have 3 results for moderately priced guesthouses on the east side. All have 4 star ratings and free wifi, do you need parking?"
I do not need free parking. Can you book one of them for Thursday? I have 8 people and we need to stay for 2 nights.,"Great I was able to book A and B guest house, the reference is VMWIVZV7 ."
Thank you for your help in booking the hotel for me!,You are welcome. Goodbye!
I am looking for a museum to visit in the centre of cambridge.,"We have 11. The Museum of Archaelogy and Anthropology is a popular choice. It's over on downing street, and offers free admission."
"That sounds great, can you tell me their full address and postcode, please?","University of Cambridge, Downing Street. Postcode cb23dz. Anything else."
"Yes, can you help me find some places to eat?","Absolutely, would you like the restaurant to be in the centre as well?"
"Yes, please. It should be in the cheap price range.","the incorrect domain was selected, please fix."
I'm looking for a local restaurant to try in Cambridge.,"There are many! Is there a certain style of cuisine you are looking for, or a specific price range?"
"I think I can find a restaurant on my own, but can you tell me if there are any museums?",I have found 23 differnt museums in town. What part of town are you wanting to travel to?
"I have no preference. Can you please provide me with the address, postcode, and area on one?","The Fitzwilliam Museum, in the centre, has free admission. Trumpington St, cb21rb."
"Yes, that sounds lovely. Thank you.",You're welcome. Is there anything else I can help you with?
"Yes, on second thought I would like help finding a restaurant. What do you know about north american cuisine restaurants?",There is one expensive North American restaurant in the centre of town. It is called the Gourmet Burger Kitchen.
I'm looking for a restaurant in the center of town that is in the moderate price range.,There are 21 restaurants available in the center of town in the moderate price range. Do you have a preference on the type of food?
I want a russian food restaurant.,We have no russian restaurants with those criteria. Another type of food perhaps?
What about one that serves italian food?,I have two that fit this criteria. Pizza Express at Regent Street City Centre and pizza express Fen Ditton at Jesus Lane Fen Ditton. Would you like any other information?
"Yes, may I please have the postcode, address, and phone number of the Pizza Express at Regent Street?","The postcode is cb21db, phone number is 01223324033, and address is Regent Street City Centre"
Thank you! I'm also looking for a hotel in the same area.,"Certainly, I have 5 hotels in the Centre area one is moderately priced, are there any other criteria such as price, or type?"
I am looking for attractions in the centre.,There are many things to do in the centre is there a type of attraction you are looking for?
Any place would be great.,"I can recommend the Cambridge University Botanic Gardens, it's both peaceful and interesting. The entrance fee is 4 pounds. Does that sound like what you're looking for?"
"That sounds wonderful, what is the address on that?",The Botanic Gardens are located on bateman street. Is there anything else I can help you with today?
Can I please have the exact address location?,Cambridge University Botanic Gardens is located on bateman street. Does this help?
"Yes, thanks! I also need a table at La Raza, please. Tuesday, 3 people, at 19:00.",I was unable to book that time. Would you like to try another time?
Really? Can you try one more time? I really wanted La Raza on Tuesday for 3 people at 19:00.,Unfortunately they are booked at this time. Can I possibly try a little bit earlier or later for you?
"Yes, please.",Did you want to try earlier?
I need a taxi going to the varsity restaurant.,Where will you depart from?
I'm leaving from gonville hotel.,I can help you with that. When do you need to leave?
I am looking for a place to go that includes boats. Can you please help me plan my trip?,There are four boat attractions in Cambridge. Is there an area of town you'd like to visit while there?
"No, I don't have a preference. Which one do you suggest?","Camboats in the East area, would you like more information about Camboats?"
That is great is there a hotel near by that has free wifi and is on the cheaper side?,"there are 3 hotels available that meet your criteria, do you have any other preferences?"
I would like one with free parking.,Allenbell is a guesthouse on the East side of town that is cheap. It has both free wifi and parking. Would you like more information or to book a room?
I would prefer a hotel over a guesthouse. Are there any that would meet the criteria I've listed?,"I'm sorry, I'm not finding anything that matches that criteria. Can I search for something else?"
I'll be needing a taxi from nandos city centre,Where will you be heading to?
I need to go to the castle galleries.,What time would you like to leave?
i want to book a taxi. The taxi should go to riverside brasserie and should arrive by 19:30.,From where will you be departing?
I'll be leaving from Cambridge Arts Theatre.,Booked a blue honda. Your contact number is 07886967603.
i need a 4 star place to stay which should include free wifi.,"Okay, and what is your price range?"
I need some place cheap. Thanks,I have many options for you. What part of town do you want to stay in?
"I don't care, book it for 6 people and 2 nights starting from friday","I have you booked for the Autumn house, the reference number is ACW41WKC, anything else that I can assist with?"
Thanks. I also want info on concert halls in the south.,I am sorry but there is only one concerthall which is in the centre. Do you want the contact information or do you want a different type of attraction?
I need a taxi to take me to my hotel today from saint catharine's college,"I can help you book that, what hotel are you staying at?"
I am staying at Rosa's Bed and Breakfast.,"Ok great, and what time would you like to leave/arrive?"
"Hi, I am looking forward to trying some local restaurants. Can you help me find a place that serves Russian food?",I am sorry there are no local russian restaurants. Would you consider trying something different?
"Sure, can you look up chinese food instead?",I have 17 chinese restaurants. Is there a certain area or price range you have in mind?
Can we try something expensive.,There are 9 expensive Chinese places. What area are you looking in?
It doesn't matter. Just choose one for me. I'll need to know the area that it's located in.,peking restaurant is in the south.
Great! I'm also looking for a place to stay. The hotel should include free wifi and should be in the type of guesthouse.,"great, i have 23 options for you!"
I am looking for a restaurant that servers modern european food.,"There are 5 restaurants that serve modern European food, all located in the centre area. Did you have a particular price range in mind?"
The restaurant should be in the moderate price range.,The Riverside Brasserie and De Luca Cucina and Bar are both in the moderate price range. Do you have a preference?
Can you give me the contact information for The Riverside Brasserie?,"Certainly. They are located at Doubletree by Hilton Cambridge Granta Place Mill Lane, phone number 01223259988."
"Great, thank you. Are there any colleges in town?","There are 18, actually! Is there a certain area you'd like to check?"
"I need a taxi from nusha to thanh binh at 6:15, please.","A blue volkswagen will pick you up, and the contact number is 07337359188. Can I help with anything else?"
"That is all I needed, thanks.",you are welcome. have a great day
"I'm visiting cambridge, I want to spoil myself, I am looking for a four star place to stay which is expensive.","Sure, I can help you with that. There are two places. One is in the west and one in the centre. Do you have a preference?"
"It doesn't really matter what area. But, I really prefer a hotel over a guesthouse. Do you have any?","I have two options, the Huntingdon Marriott Hotel or the University Arms Hotel. Do you prefer one over the other?"
We were wanting to have free wifi. Do either of them provide that?,"Both of these two offer free wifi, The Marriott is in the Hinchinbrook Business Park, while the University Arms is on Regent Street downtown."
I would like to book the University Arms for five nights. Could you do that for me?,I can! When would you like the booking to start? And how many in your party?
2 people and 5 nights starting on teusday,Booking was successful. Reference number is : F063DE8D
I am looking for places to go and I would like something in the centre.,I have many options available in the centre. Is there a particular attraction type you are looking for?
"I am looking for any type of attraction in the centre, just need the entrance fee, phone number, and attraction type.",I recommend all saints church. It is some nice architecture. There is no entrance fee and the phone number is 01223452587.
Great. I'm going to need a hotel too. It needs to be cheap but have a 4 star rating.,"Sorry, there are hotels with that criteria. Would you like me to modify the area or some other part and look again?"
I would like it to be in the same area as all saints church.,"There are no cheap, 4 star hotels located in the same area as the All Saints Church. There is a guesthouse though that is cheap and has 4 stars."
Can you check again?,Sure. No. There is only a guesthouse called Alexander Bed and Breakfast.
i want to go to a park,"Sure, there are a few. What part of town do you prefer?"
anywhere is fine. May I get a postcode ?,"There are 5 different parks. Postcodes are CB21JF, CB18DW, CB46AZ, CB22AD, and CB223AE."
"I'm also looking for a hotel to stay in. I need to make sure it's a hotel and not a guesthouse, with a star of 4.",I have three 4 star hotels. what are or price range do you prefer?
The price doesn't matter. I do want it to be in the north area of town though.,"I'm sorry, I don't have any 4 star hotels in the north. Would another area be ok, or should I check other star rating options?"
Are there any 4 star guesthouses in the north available?,"No, I'm afraid there aren't."
Could you look for something that isn't a guesthouse then?,There are no hotels that meet your requirements.
Hello! I would like to book a taxi from hughes hall.,Great. Where would you like to go and what time do you want to leave or arrive by?
I'm going to Ali Baba from Hughes Hall. I would like the taxi to arrive at Hughes Hall at 2:45.,"It sounds like you wish to depart Hughes Hall and arrive at Ali Baba by 2:45, is this correct? If so, I've booked a black Ford for you, contact 07392863087."
I need a place to eat that is cheap.,I have several inexpensive restaurants in different areas of town. Do you have a location preference?
Yes. I want the center area.,i can recommend rice house that serves chinese food
Do you have any restaurants that serve english food?,I am showing nothing for english food in the centre area. Would you like to try something else?
How about some awesome Indian food. I need a table for 8 on 16:30 monday,i booked you at kohinoor. The table will be reserved for 15 minutes. Reference number is : 1OB1SN34 . is there anything else i can help you with?
I want to check out a theater in the south area of cambridge.,"There is one theater located in southern Cambridge. The Junction is located on Clifton Way, cb17gx. You may can 21223511511 for more information.,"
What is the entrance fee?,"Unfortunately I don't have that information. But, again, you could call them at 01223511511 for that information."
What is the postcode?,"Postal code is cb17gx, the address is clifton way."
"Can you recommend a moderately priced hotel in the centre, that has free internet and free parking?",There are not any in the area that match your requirements. Would you like me to check another area?
How about one in the south?,"Yeah, there are two in the south. Aylesbray Lodge and Bridge Guest House. Do you have a preference between the two?"
"Hi there, I'd like to find a good restaurant for tonight. I'd like somewhere in the city centre, and I'm willing to pay a moderate amount of money.",There are a lot of great restaurants that are moderately priced in that area. Which type of food would you like?
"Somewhere that serves light bites, please",There is no place in that area that serves light bites. Would you like to try a different area or cuisine perhaps?
"What about a restaurant that serves European food, but still in the centre and moderately priced?","There are 4 restaurants that match your request, would you like to book one of them?"
"No, but could you give me the address and phone number for your favorite one?","The hotel du vin and bistro is a great place, they are located at 15-19 trumpington street and reachable at 01223227330"
Are there any places to stay in the same general area as the restaurant?,I have 33 hotels in that area. Do you have a price range that you would like to stay in?
"I need to stay in the moderate price range, please.",I have the Cityroomz that is moderately priced. Would you like a booking?
"Actually, could I just get its phone number and address?","Sure, Cityroomz is located at sleeperz hotel, station road and the number for them is 01223304050. Is there anything else I can help you with?"
Can we book a guesthouse in the centre?,"Of course, how many nights will you be staying, and how many people will there be?"
can you help me find a cheap hotel?,There are 10 cheap hotels is there an area you prefer?
"On second thought, I don't care what price it is. I just really need a guesthouse with free parking.",I have many cheap guesthouses across the city. What area are do you prefer and if no preference would you like me to recommend something?
i prefer the west side. it should also have free wifi,"There is nothing on the West side,want to try a different area ?"
"I don't need it to be cheap, but I really need it to be in the west and have free parking and wifi.",Finches Bed and Breakfast has free parking and wifi. Would you like me to book it for you?
Yes please and i'll need the reference number,What day do you need it for and for how many days and how many people?
Starting Sunday for 7 people for 4 nights.,I am unable to book the room at this time.
I am looking for places to visit in downtown Cambridge. What are some popular attractions?,"There is architecture, boats, colleges, museums, and many other things."
Recommend something that's in the center of town for me.,The Cambridge Contemporary Art museum is a fantastic place to visit. It's located at 6 Trinity Street and admission is free! Do you need more information?
I'm also looking for a place to stay.,What area would you like to stay in?
I want to stay in the center of town in a 0 star hotel that is moderately priced and has free parking.,"There's not an exact match to fit your needs. There's a hotel without free parking available. Or, if you need the free parking, would a cheap guesthouse work instead?"
Can you help me find a restaurant in the middle price range?,"Sure thing, I would suggest the copper kettle."
Is it located in the South? Does it serve Lebanese food?,I have no matches. Do you have any other preferences?
How about italian food?,Pizza hut is in that are and will suit your needs. The address is G4 Cambridge Leisure Park Clifton Way Cherry Hinton. Can I help you with anything else?
"Yes, please. I need a reservation for 3 people at that restaurant starting at 18:30 on tuesday",I've reserved a table at 18:30 on Tuesday for 3. Your reference number is GCGHXNVN . Can i help you with anything else?
I would also like to know more about fun places to go in the south.,There are 8 different attractions in the south. Do you have a type in mind?
Please help me reserve a taxi from saint catharine's college,Sure! when would you like to arrive?
I would like to arrive by 01:15.,Great! And what is your destination?
I am looking for places to go here in the centre of town. Could you please assist me?,"What kind of place? Are you looking for entertainment, dinner, culture, or what?"
I would like to go to a museum please.,I recommend Castle Galleries.
Does Castle Galleries have an entrance fee?,"No, Castle Galleries is free to enter!"
Wonderful. I am also looking for a Chinese restaurant near the Castle Galleries. Can you book me a table for 7 people on Sunday at 12:30?,"Would you like a cheap, moderate, or expensive restaurant?"
Hi there! I'm looking for something fun to do in the center of town. What kind of attractions are there?,Yes I have many architectural attractions would you be interested in those?
Yes! I'd like a phone number and address of one of those.,"Sure, all saints church phone is 01223452587. And address is Jesus Lane. Anything else?"
Yes I am looking for a restaurant called cafe uno.,"I found a restaurant named Caffe Uno at 32 Bridge Street City Centre, their number is 01223448620. Would you like me to make you a reservation?"
Yes please. I'll need a table for 4 at 19:15 on Wednesday.,Booking was successful. The table will be reserved for 15 minutes. Your reference number is BCM0D5Y2 . Is there anything else I can help you with?
I want a place to dine in the centre of Cambridge with moderate pricing,I have plenty of options for you. Is there any certain type of food you are looking to eat today?
I would like an Italian restaurant in the centre and need a reservation for 6 people at 14:00 on Monday and please provide the reference number.,I have reserved a table at pizza express. Your reference number is STRPXCFT . Do you need anything else?
Yes. Are there any colleges nearby that I can visit?,There are about 13 colleges in the centre of town. Might I suggest Hughes Hall. They offer free entrance and are located on Wollaston Road.
Thank you! What is the address/postcode for Hughes Hall?,The address is wollaston road and the postcode is cb12ew. Is there anything else I can help you with?
I would like to book a taxi from stevenage train station and go to cineworld cinema.,I have you booked in a grey ford with a contact number of 079724240082. Can I do anything else for you?
That's all I need thank you!,"great, have an amazing day"
I'm looking for a guesthouse style place to stay. It needs to have free parking.,There are many guesthouses that meet this criteria. Is there a specific area you would like to stay in?
I would like to stay in the West,I have 2 guesthouses matching your criteria. The Finches Bed and Breakfast guesthouse is 4 stars and includes free parking and internet. Would you be interested in this?
I am looking for a guesthouse with 0 stars.,"I'm sorry, I can't find a guesthouse that meets those specifications. Is there anything else I can help you with?"
Is there one in the north?,"Yes, the city centre north b and b is a zero star guest house in the north, with free parking and free wifi. Would you like it booked?"
Not yet. Can I get the phone number for the hotel first?,"Yes, the number is 01223312843"
We are visiting for a couple days and would like to see some boat attractions in town. What do you have available?,Depends on what area of town you'll be visiting.
"I haven't decided on what area of town I will be staying in, I would just like to know the boat attractions please.","There are only boat attractions in the east, north and centre so If i was you I wouldn't stay in the west or south."
Ok. I would like the name of a specific boat attraction please.,The camboats in the east side is highly suggested. Would you like any information on them?
What is the entrance fee?,"I'm sorry, but I have checked all the boat attractions in the other areas of town and none have entrance fees listed. Can I help with something else?"
Need a moderately priced hotel with 4 stars.,"I'm sorry, there are no moderately priced 4 star hotels in town. Would you like to try a different rating or price?"
Could you find me something that includes free parking and wifi?,The Ashley Hotel is located in the north and has a 2 star rating in the moderate price range Would you like me to make a reservation for you
Great can I book a room for 7 people for 2 nights starting thursday?,I booked you rooms for 7 people staying 2 nights at Ashley Hotel. Your reference number is ZWCF98NW . Can I help you with anything else today?
i am also looking for a restaurant in centre of town serving british food,There are several is there a certain price range you are looking for?
I'd like to find the Lensfield Hotel.,"The Lensfield Hotel is location on 53-57 Lensfield Road, postcode cb21en. Would you like to look at booking a room?"
Yes please I will be there three nights. Send me a reference number please.,"Sure, I can do that. Can you let me know what days you would like to stay?"
I'll be there on Tuesday.,You're all set; your reference number is: 0IKY6DF0 . I hope you enjoy your stay.
Thank you. I am also looking for places to go in town.,Should it be in the same area of town as the hotel?
I'm looking for a theatre in the centre of town.,adc theatre fits those criteria. Would you like more information on it?
"Yes, I'm looking for a place to stay. My family can't wait to visit some of the local attractions there.",I can help with that. Do you have a preference ?
"They really dislike the small size of most guesthouses, so why don't we look for hotels instead.","Where does your budget lie, between expensive and cheap?"
Moderate pricing and book it for 2 people for 5 nights starting on Weds and i need ref number,I have a place called the Lovell Lodge. I was able to book you successfully. Reference number is : MKVVDABX . Is there anything else I can help you with?
"yes, i'm looking for information on an attraction called byard art","Byard Art is a fantastic free museum on the south side of town. It's located at 14 King's Parade, cb21sj."
What's the fee for that?,It is actually free. What else can I tell you?
"Hello, I'm looking for a college to go to.",I can certainly help with that. We have 18 colleges around the city. Is there a certain area you prefer to visit?
"What's the most popular? May I have the postcode, entrance fee, and what area is it in?",Christ's college is popular. It is in the centre and does not have an entrance fee.
"Yes, thank you that will be fine.",Christ's college is located at saint andrew's street in the centre and their postcode is cb23bu.
Wonderful. I am also looking for a moderately priced place to stay with a 4 star rating. I would like for it to have free wifi and in the west.,There are no establishments matching your criteria. Would you like to try another part of the city?
Can you then search for one that is in the South?,Yes. I would recommend Aylesbray Lodge Guest House in the south.
i need to find a place to stay in the east side,I have 7 such places to stay. Is there a specific price point you would like to stay in or do you need parking and/or wifi?
I need a room in the expensive price range.,I think you would enjoy Express by Holiday Inn Cambridge.
I'd also like it to have a 4 star rating.,"Unfortunately, I do not happen to have anything 4-star rated that is expensive and in the east. Would you like me to try a different price range or area?"
"Yes, can you try a moderately priced place instead?",I would recommend A and B Guest House. It fits your criteria except it is in a moderate price range.
"That sounds great! May I have their address, please?","A and B guest house is on 124 tenison road, cb12dp. Can I help you with anything else?"
Hi I'm looking to look at boats. Can you look at centre of town?,The Cambridge Punter is a boat located in the centre at 251a Chesterton Road.
I think that sounds interesting. Can you tell me their postcode?,The postal code for The Cambridge Punter is cb41as. Is that all you needed help with today?
Actually I could use some help finding an italian restaurant in the centre of town.,"We have 9 Italian restaurants in the Centre, do you have a particular price range you are looking for?"
It is a special occasion so it can be expensive!,stazione restaurant and coffee bar is a very popular expensive Italian restaurant in the Centre. It is located on Market Hill City Centre.
I would like help booking a taxi please. I will need the Taxi to pick me up at the Peterborough Train Station at 18:45,"Okay, could you please tell me where you would like to travel to?"
i would like travel to the good luck Chinese food takeaway. I also need the contact number for the taxi.,Taxi has been booked and it is a black bmw and the contact number is 07820748832. Can I help you with anything else?
Please find an expensive restaurant in the centre.,"There are many to choose from. What kind of food are you interested in? Asian, gastropub, indian, eupopean? Any idea?"
A gastropub sounds great.,I suggest the slug and lettuce on Green Street. Would you like me to make a booking?
"Yes, please, I need a table for 8 on Tuesday at 17:45.","I got your table all booked, your reference # is: O33823V4 . Can I help with anything else today?"
I'd like to find a place to go in town,Anything in particular you like to do?
