question,answer
Thanks so much. Can you help me with a place to stay?,There are 33 hotels available. Is there anything in particular you are looking for?
The hotel should include free parking and should include free wifi. The hotel should be in the cheap price range,There are several to choose from. Do you have a particular part of town that you would like to stay?
Don't care as long as it has free wifi and parking,Might I recommend the Autumn House. It is 4 star rated and just underwent remodeling. It is quite a place to stay. Can I reserve you a room?
Can you tell me more about gourmet burger kitchen? Where is it?,They are in the towns centre. Expensive but worth every penny. Would you like to book a table?
"Yes please, a table for 6 people at 13:15 on Tuesday would be amazing.",I have that table reserved. Your reference number is K94DWSQN . Can I help you with a taxi or hotel room?
What can you tell me about attractions in the south part of town?,We have 8 attractions in the south part of town. Do you have a preference of type?
"no, not really. What are entrance fees on the 8 attractions?","Unfortunately, we do not have information on several of them. But, Byard Art, Wandlebury Country Park, and Sheep's Green and Lammas Land Park are all free admission attractions."
Hi. I'm interested in finding a good restaurant near the center of town. Do you have any listings that fall in the expensive price range?,We have many expensive restaurants located in the centre of town. Is there a type of cuisine that you would prefer specifically?
I do not care.,"I would recommend wagamama, which serves japanese food. Would you like to reserve a table?"
"That would be great, can I also have the postcode and address for Wagamama?","The address is 36 Saint Andrews Street, postcode cb23ar. Would you like to reserve a table?"
"Hi, can you suggest some attractions I could visit in Cambridge?",Absolutely. We have plenty of options. Looking for a place in particular?
Can you look for something in the east?,"There are museums, a park, a pool, multiple sports, entertainment venues, and a boat. Do any of these sound fun? Personally, I think the boat is a lot of fun."
"Are they all located in the east? If so, I would like more information on the boat!",Camboats is in the east and there is no entrance fee listed. May I help you with anything else?
I'm looking to book a train to kings cross on wednesday to cambridge.,what time were you wanting to leave by or arrive by?
I need a train into Cambridge that will arrive by 14:30.,I can help you with that. Can you tell me what your departure location will be?
"Yes, I'll be leaving Leicester on Tuesday.",I have a train that arrives at 13:54. How many seats would you like?
I'd like 3 if possible and also need the reference number.,I was able to book you those 3 seats and your reference number is J3B2D19H .
Thanks! What can you tell me about the parks in town?,"We have five fantastic parks located in the centre, east, north, and south. I suggest Milton Country Park. It has free entrance. Would you like more information?"
I need a train leaving from kings lynn.,"There are 133 trains leaving Kings Lynn, do you have a particular day you are traveling?"
"Yes, I'd like to travel on Wednesday, and I'd like to arrive in Cambridge no later than 15:30.","TR8143 departs at 14:11 and arrives in Cambridge by 14:58, does this suit your needs?"
Yes it does. Can you verify the total travel time and price?,"Sure - the travel time is 47 minutes, and the fee is 9.80GBP per ticket."
I also need a nightclub in the west.,There are no nightclubs in the west. Would you like to try another area?
I am looking for information in Cambridge. I need a train ticket. Can you help?,Certainly. What is your departure location and your arrival location?
I would like to depart from London Liverpool Street and arrive in Cambridge. I would like to leave Sunday and arrive by 16:45?,There are 6 days that arrive before 16:45 on this day. Did you have any other preferences?
The train that arrives closest to 16:45 is best. I just need to know what time it leaves and arrives. Oh and of course it's ID.,Of course! That will be TR6578 leaving at 13:39 and arriving at 15:07. The price is 13.28 pounds and it's an 88 minute duration. May I help with anything else?
I'm looking for something to do in the Centre.,The centre is very popular. Is there a certain kind of attraction you are interested in?
I would like to try local restaurants.,"great, any cuisine you're craving?"
Actually the restaurant I have in mind is shanghai family restaurant.,Great. Shanghai Family Restaurant is moderately priced and located in the centre area of the city. Would you like me to book you a table?
"Yes, please book it for friday for 6 people at 15:00.",Booked it for you! Your reference number is: D6X7SUKP . They will reserve your table for 15 minutes.
Can you help me book a taxi to the restaurant?,"What is your departure site, and what time would you like the taxi?"
"Hi, I am planning my upcoming trip and am looking for a place to stay. Can you recommend something for me?","Sure, I am fond of the acorn guest house personally. Did you have a price range that you'd like to stick to?"
I'm not too concerned about price. Is the Acorn Guest House in the north section of Cambridge?,Yes it is. Are you wanting to make a booking.
"yes, i want to book it for 8 people and 3 nights starting from wednesday","Sure thing, will you be needing a reference number?"
Yes please. I will need that.,Booking was successful. Reference number is : AOJGD8XG . Is there anything else I can help you with today?
"Yes, I am looking for a multiple sports attraction in the centre.","I'm sorry, but there are no multiple sports type attractions in the centre. Would you like to try a different area?"
I am planning a trip in Cambridge,I can help you with that. Are you wanting to come in by train?
I'm actually just looking for places to go in the centre.,Are you looking for a specific type of attraction?
I believe I'd like something in the entertainment area. Is there anything like that?,There are no options in the centre. Would you like to try another area?
Is there anything interesting going on near the college?,I don't have information on events only attractions. Are you interested in visiting a college?
Yes please. I need the phone number of a college that you recommend.,I recommend Clare Hall in the west. Their phone number is 01223332360. Anything else I can help with?
I also need train tickets.,what is your destination and what time would you like to arrive?
I will be in Cambridge and need a place to go for entertainment in the centre of town. Can you help me find something?,I'm sorry there are no places for entertainment in the centre of the city. Would you like to try a different area?
Are there any museums in the centre of the city?,Yes I have 11 museums in the centre of town.
"Thank you, could I get the address and entrance fee for the one you'd recommend?","The museum of archaelogy and anthropology is always interesting, and is free. It is located at university of cambridge, downing street. Anything else you need today?"
"I need a place to stay, a hotel in the cheap price range.",We have the Cambridge Belfry. Would you like me to book this hotel for you?
Is it in the same area as the museum?,The Cambridge Belfry is in the West part of town.
Yes I am looking for colleges in town to go visit,In which area of town would you prefer?
I don't really have a preference. Can you suggest a college and give me the postcode for it?,"Sure, Clare College on Trinity Lane, postcode cb21tl, is very nice. Can I help you find anything else today?"
"Yes, I need a train as well. It needs to leave Cambridge on Sunday.",Where should it be going?
"I'm sorry, It needs to depart from leicester and go to cambridge.","Trains leave leicester on the :09 every hour, starting at 5:09 in the morning. What time would you like to travel?"
Are there any available rooms in the Autumn House?,Autumn house has a guesthouse. When are you looking to stay?
Maybe. What is the star rating and price range on that hotel?,it has four stars and its cheap
I am also looking for Cambridge Contemporary Art.,"Sure, I have found it for you. Is there anything you want to know about?"
"I am looking for a place to stay, preferably a guesthouse.",There are 24 guesthouses. Do you have a specific area of town you would prefer? Or maybe a price range or number of stars you would like?
It should be on the north side of town and cheap.,Do you have a price range in mind?
I would prefer in the cheap range.,I have 2 that are cheaper. The Worth House is 4-star rated. City Centre North B&B has 0 star rating. Both offer free wifi and parking. Do you have a preference?
Why don't we go with the Worth House.,I'd be happy to book you a room. How many people and for which day?
"Can you book a room for Friday for 5 people, 4 nights please?",Your booking was successful and your reference number is IJ1HUBDZ .
Can you help me find a college to visit?,Does location matter?
Location is not important for me,I have 18 that match. Do you have any other preferences?
pick for me and I would need the area and postcode,clare hall is in the west and the postcode is cb3al. Can I help with anything else?
"Actually, yes. I am really in the mood for good indian food. Could you help me find somewhere new to try?",We have a lot of indian places in cambridge. Do you have a preference for price range or location?
I would like a moderately priced one on the east side.,Curry prince is a moderately priced Indian restaurant. Address 451 Newmarket Road Fen Ditton.
"I'm looking for things to do, specifically a theatre in the north, what kinds of things are there to see like that?","There are no thatres in the north, perhaps another area or type of attraction."
What kind of parks are available in the north?,"I have just one park. It is Milton Country Park located in the north. They offer free admission. They are located at Milton Country Park, Milton. Their phone number is 01223420060."
Great! Thanks for the information!,Do you need help with anything else?
"Yes, I'm looking for a train departing Cambridge on Tuesday.",There are quite a few trains leaving Cambridge on Tuesday. Where is your destination?
"Hi, I need a place to stay in the north please.",Absolutely. There are two hotels and a number of guesthouses in that area. Do you have a preference?
I'd like a moderately priced place that offers free parking and WiFi.,I have many to choose from do you prefer a guesthouse or hotel with these amenities?
I'd prefer a hotel.,"We have two places, ashley hotel and lovell lodge, would you like more info on either of those?"
I'd be interested in the Ashley Hotel. I would like places to go around the area that are multiple sports attractions.,"There are no matches for multiple sports in the north, I can look up something else. Also wanted to double check, do you still want info on ashley hotel?"
I want a train leaving after 09:00.,There are several at that time. Do you have a destination in mind or a day you want to travel?
I'd like to depart from london kings cross going to cambridge after 09:30,Yes I have many trains but I need the day you want to travel.
"I would like the train to leave after 9:30 on Saturday, can I also have the price, arrival time, and train ID,please?",Train TR7195 leaves at 11:17 will this time work for you?
"Yes, that will work. Can you tell me what the arrival time is and the price please?",It will arrived by 12:08 and cost 23.60 pounds. Is there anything else I can help you with?
Yes I am also looking for information on the cambridge arts theatre.,sue it is the center of town and the phone number is 01223503333 and the address is 6 saint edward's passage.
i am looking for a place to stay. The hotel should have a star of 4 and should include free parking.,Do you have an area or price range in mind? And do you want a hotel or a guesthouse?
"Price doesn't really matter, but the centre of town might be better.",I have a cheap guesthouse and an expensive hotel in the center. I recommend the hotel - the University Arms.
Can you provide the address please?,It is located on Regent Street. Anything else I can help you with today?
"What was their price range again, please?",It is in the expensive price range.
"Hi, can you help me with my trip planning? I am looking for places to go in town.","Sure, what kind of places are you thinking about?"
How about a museum?,May I recommend Byard Art in the south?
"Yes, thanks. Can you give me the postcode and phone number?","Here you go, the postal code is cb21sj, and the phoen number is 01223464646. Can i help with anything else?"
I'm looking for a place to stay in Cambridge,I can help you with that. Do you prefer hotels or guesthouses?
That does not matter but I would like it in the cheap price range.,"There is a bed and breakfast on 56 saint barnabas road by the name of Alexander, with free parking, internet and 4 star rated. All in a very cheap price."
"That sounds perfect. That's all I needed for today, thanks.","Enjoy your stay in Cambridge, have a great day!"
I would like to find a pool as well.,"There are 4 to choose from. Would you rather go to one located in the east, north, or centre?"
Let's put the pool on hold. I forgot to ask you to book the Alexander for me. It is just me for two nights beginning Saturday.,I'd be happy to reserve your rooms for you. How many people will you be traveling with?
"When visit I would like to visit King's College, do you have the times and the address?",The address is King's Parade. I don't have the times. Do you need anything else?
I need the post code and the entrance fee.,The entrance fee is free and the post code is cb21st.
Thanks. I'm also looking for a place to dine at. Can you help with that too?,"Yes, what type of restaurant are you looking at?"
I am looking for some south indian food that is expensive.,Unfortunately there are no South Indian cuisine restaurants in your preferred area. Would you like me to check another part of town?
"Thankyou, I am looking for a trian that leaves on friday. I am also wanting it to leave after 12:30.",The TR3685 leaves at 13:00. Need a ticket?
"That is going to stevenage, correct?","No it is going to london kings cross, do you need to go to stevenage?"
"Yes, I must go to Stevenage. How much is a ticket?",The cost is 12.80 pounds for all trains leaving Cambridge to Stevenage on Friday. Would you like to book a seat?
First tell me about the attractions in town in the west.,What kind of attraction are you interested in?
I'm looking for a place to go in the south of town.,"What type of place are you looking for? In the south, we have a cinema, theater, museum, parks, and night club. If you tell me what you are looking for, we can narrow it down."
south. and i need to get address and postcode,"Tenpin is a fun place in the south, located at Cambridge Leisure Park, Clifton Way. Their postcode is cb17dy."
And can you help me find a train to get to Birmingham New Street. It needs to leave after 19:15.,May I ask what day you are needing to book the train for?
I'll be traveling on Monday.,"There are four trains on Monday that would meet your needs, leaving at 20:01, 21:01, 22:01, and 23:01."
I want a hotel with free parking in the center of town.,"Sure, I can help you with that. Do you have a price preference?"
Something moderate would be preferred.,I am sorry but there is nothing in the moderate price range. Would you like another price range?
What about a moderate hotel located in the North?,I have found 9 hotels in north. Do you have any other preferences so we can narrow them down?
No other preferences. Can you pick one and book it for 6 people for 3 nights starting Friday,"I was able to book your party of 6 into Acorn Guest House, reference 1IJ5VMO1 . Is there anything more today?"
I'm just looking for a place to go in the centre of the town.,I have 44 attractions in the centre of town. What type of attraction are you looking for?
What do you recommend I need the phone number and entrance fee information as well.,I would recommend the old schools. The address is trinity lane and it's free admission. Will this work?
Perfect. May I have the entrance fee and phone number please?,The entrance fee is free and the phone number is 01223332320.
I'm also looking for a train that departs after 13:00 from Stevenage.,"sure, what's your destination?"
can i get a place to go which is a collage?,I can help. What part of town are you looking to spend time in?
"No place in particular, might you suggest one for me please and give me the postcode",queens' college is in the west and has the poccode cb39et
please also find me information about warkworth house,"Warkworth house is a moderately priced, 4 star guesthouse located in the east end. Would you like to book a stay?"
I'm looking for an attraction in the centre.,There are so many to choose from. Any idea what kind of attraction you would like to visit?
"Yes, I would like to go to a college with free admission.",There are 10 colleges in the centre with free admission. Would you like me to suggest one?
What is that college's postcode? I'm also hungry and want somewhere to eat.,Christ's college have a free entrance
Can you give me the postcode for Christ's College?,"sure thing it is cb23bu, anything else today?"
"Yes, I'd like to find a cheap Chinese restaurant.","There are four options, charlie chan is in the centre near the college that you are visiting, shall I book you?"
i am looking for a place to stay. The hotel should be in the type of guesthouse and should include free parking.,There are 21 guesthouses offering free parking. Do you have a price range?
"No, just have to be in the east.","I suggest the guesthouse, Allenbell. Their address is 517a Coldham Lane cb13js. Would you like me to make a reservation?"
"Yes, I need a reservation for 2 people for 4 nights please.","I'll be happy to do that for you, what day will you plan on arriving for your stay?"
"I need the room starting on friday, please.",I was able to book you. Your references number is HIASSAH9 .
I want to find information on a restaurant called Wagamama.,Oh good choice. Wagamama is an expensive japanese restaurant that is located in the centre area. Would you like me to reserve you a table?
"Sure I would like that, it'll be fore 2 people at 18:00 on tuesday.",I was able to book at table for 2 on Tuesday at 18:00. Your Reference number is : ZZAA5FY2 . Can I assist you with anything else?
Yes I also want to find a mutliple sports attraction in the town centre.,I'm sorry. We don't have any results. Would you like to try a different attraction type or area?
Hello. I'm looking for a few good places to see in town on my next visit to cambridge.,There are lots of churches in the centre of town. Would you like to visit one?
"No, I need something in the western part of town.",There are many colleges and museums on the west side. There is also one entertainment center. Which do you prefer?
What would you recommend? I don't have a preference.,Queens college is quite pretty. It is on Silver street in the west.
Is it near the Hobsons House hotel?,"Yes, both the Hobsons House and the college are both in the west part of town. Would you like information for the college?"
I'm in the north area of town and need to get a room to stay in.,"Are you looking for a room, or another type of service?"
Sorry. I'm actually looking for some type of attraction I can go to up in the north. Any suggestions?,"I have four different kinds, what type would you like?"
How about your favorite? What type is that?,I really like the Riverboat Georgina. Do you need any information about something like this?
I need a train that is leaving after 11:30,The closest time I have is a train from London Kings Cross on Friday at 13:00. It will arrive to Cambridge at 13:51.
I'm nowhere near London Kings Cross though. What about Birmingham New Street?,"I have one leaving Birmingham new street at 11:40 and arriving by 14:23, would you like me to book it for you?"
What's the travel time and Train ID for that one?,"That would be the TR7040, leaving Birmingham New Street 11:40, arriving Cambridge 14:23, for a travel duration of 163 minutes. Would you like to book a ticket?"
Great. Could you please get me some information on a particular attraction called the fitzwilliam museum?,"Yes, of course. What information do you require about this museum?"
"I just need adress for the museum,thank you",The address is trumpington street the postcode is cb21rb.
I am looking for a place to get a boat. Can you help me?,"Yes I have locations on the east, north and city center. Any preference for location?"
"No, I don't have any preference. You can just pick whichever one looks best and give me the phone number, address, and area.","No problem. There is the Riverboar Georgina which is located in the north side of town. The address is Cambridge Passenger Cruises, Jubilee House and the postcode is cb43ax."
Great! I also need a hotel while I am there. I do need free parking but internet is optional.,Alright. There are a total of 29 hotels and guesthouses available. Is there a certain price range or area you wish?
"I would like a three star hotel, do not care about price.",Gonville Hotel is a three star hotel with parking and is in the centre area. Does this sound good?
Yes that sounds fine. I would like to book a reservation please.,"I'd be happy to make that reservation for you. What days would you like to stay there, and how many are in your party?"
I'd like to find a college to visit in the center of town.,I have found 13 of them. Can you please be more specific about what you would like?
You can choose one for me and give me the address.,I recommend Emmanuel college. Their address is saint andrew's street
Thank you! Can you also help me find a place to stay with free wifi?,"There are 32 hotels that offer free internet, is there a price range or area you prefer?"
moderate price range thank you,I narrowed it down to 17. What part of town would you prefer and do you want free parking?
Could you help me finding some place to eat for dinner?,Do you have a food type preference?
"No I'm trying to find an attraction near town centre, preferably near a college.",I have several places. Is there a specific one you have in mind.
Not really. Which college would you suggest I visit?,Emmanuel College is a great college to visit. It is located at saint andrew's street and the entrance is free.
Do they have a phone number?,Yes. it is 01223334200. anything else i can do for you?
I need to find a hotel with free wifi to stay at. Can you help me?,I sure can. Are there any other requirements you'd like to include in your search?
I would like a 1 star hotel.,"I am sorry but could not find a 1 star hotel with your needs. If there is anything else I can help you with let me know, thaks."
"ok, try a 4 star hotel.",There are several 4 star hotels. Do you have a particular area in mind?
"The area doesn't matter. If you could give me the name, phone number and address of a 4 store hotel; that would be fine.",I recommend the acorn guesthouse it's located at 154 chesterton road and their number is 01223353888. Is there anything else I can help you with today?
i want to check out a museum,I have 23 museums. Can you help me narrow what area you would like to be in?
The area doesn't matter but can you recommend one and give me their address?,"My favorite is the Broughton House Gallery, located at 98 King Street."
What is the entrance fee there?,Admission is absolutely free!
Sweet!. Can you give me informatin on a place called home from home?,"It's a guesthouse in north, 4 stars, moderate price."
"Thank you! Can I also have the address, please?",its address is 78-80 Milton road
Can you help me find a place to go in the west section of town? I would like to go to an architecture attraction.,There are no matches for an architecture attraction in the west part of town. Would you like me to search another area?
What about a type of college?,"magdalene college, clare hall, and churchill college are all colleges in the west with free entrance fees."
The churchill college is fine. Can I have the phone number please?,The phone number is 01223336233. Is there anything else I can help you with?
I need to find which train will take me from Norwich to Cambridge on Sunday. Can you tell me?,The first leaves at 6:16 in the morning though there are others almost every hour.
I need one leaving after 17:00.,The TR2974 leaves at 17:16.
That sounds perfect. Could you tell me the travel time and price for that trip?,The travel time is 79 minutes. The price is 14.08 pounds. Would you like to book that?
yes please book that train for 15 people.,Your reference number is UEKLG6II . Do you need anything else?
i need info on some attractions,What attraction type are you interested in?
just get me the phone number of any that you will recommend,The phone number of old schools is 01223332320. Do you need anything else?
"Yes, I would also like information about the express by holiday inn cambridge","It is an expensive place in the east, it is a hotel and not a guesthouse. Can I book you or answer any other questions?"
"Yes, please, 5 people for 4 nights starting Friday.","Your hotel is confirmed, starting Friday for 4 days with 5 people. Your confirmation number is XBH5TB70 . Can I do anything else for you?"
"I'm looking for attractions in the east, can you help me?",There are a variety of attractions in the east. Are you looking for something specific?
Not exactly. Something that is popular. With and address please.,"How does Cambridge Artworks sound? That is located at 5 Greens Road, would you like a phone number as well?"
"Not today, I just need to get a train that will arrive by 08:45 in cambridge",Where are you departing from?
I need a train to norwich on Sunday.,The TR3370 will take you to norwich. Do you need a ticket?
yes if it leave after 19:30. thanks,I am sorry that os not leaving at the correct time but I have train TR9083 leaving at 19:55.
"cool, thanks dude",Do you want tickets?
"No, I don't need to book now. On the other hand, I'm looking for something to do in the centre of city.",Well I have many things to do such as architecture visits or museums or theaters. Anything sound intriguing to you?
Can you help me get a train going to Bishops Stortford?,Do you have a departing time or arriving time ?
I need to leave cambridge after 9:45 on thursday.,"okay, the TR2929 leaves at 11:29 and arrives by 12:07. Would you like me to book tickets?"
"That sounds good. I need it for 4 people on thursday, please.",Your booking was successful and your reference number is TGDYE9A4 . 40.40 GBP will be payable at the station. Can I do anything else for you?
"Yes, please. I'm looking for a theatre in the centre.",Yes I have several. Would you like me to recommend one to you?
Can you give me some information on the Bloomsbury Restaurant?,Absolutely! It is a great international restaurant located in the centre of town. It is moderately priced. They are located at Crowne Plaza Hotel 20 Downing Street.
Perfect. Can I get a confirmed table for 2 at 16:15 on Wednesday? I'll need some sort of reference number too please.,Yes great! Your reservation was successful and the reservation number is 5G377MJC .
fantastic. i also want to check out some nightclubs in town.,I have 5 nightclubs in the centre area and 1 in the south. Do you have any other preferences?
"It needs to be in the Centre area, please.",I have five in the centre. Would you like more info on any of them?
Hi. I'm looking for a place to stay in the North part of town. I'd like the hotel to have free parking.,I found 11 hotels do you have any other things you need the hotel to have?
Yes. I would like it to be a guesthouse with a star of 4.,How about the Acorn Guesthouse? It meets all of your criteria. Would you like me to make a reservation?
"Yes, please make a reservation for 3 people for 4 nights starting from thursday.","Unfortunately, it looks like Acorn Guest House doesn't have that time available. Would you like me to try for a different day or shorter stay?"
What about for 3 nights? Also can I get a reference number if it is available?,Your booking was successful. Your reference number for this booking is L9G43F5K . Is there anything else you need help with?
I'm also looking for places to go. Is there a boat in the same area as the hotel?,Yes! It is called Riverboat Georgina.
I need to find a museum to go to.,In what area would you like?
Can you find one in the Centre area?,The Broughton House Gallery is a museum in the centre of town. It has free admission. Would you like the address?
Yes. I would also like the postcode as well.,"They are located at 98 king street, postcode is cb11ln."
Thank you. I also need information about trains departing from Stevenage on Wednesday.,There are seven trains leaving stevenage and arriving in cambridge on wednesday. Do you have a specific time you want to leave or arrive?
Hello. What sort of attractions are available in the center of town?,There are many! Does architecture interest you?
Yes that would be fine and I need the postcode of the one you suggest.,Try visiting Old Schools on Trinity Lane in the city centre. The postcode is cb21tt. Do you need anything else?
I'm looking for a restaurant can you help?,"There are many different kinds of restaurants to try out, what kind of food do you like?"
I would like indian food please. I need it to be cheaply priced as well.,"There are 4 restaurants that meet your criteria. Three are in the centre of town, and one is in the north. Do you prefer the north or the centre?"
"Can you book me a table for 5 at 16:30 on Wednesday , we can try the one in the North and see if anything is available.",I've made reservations at the royal spice and your reference number is BIXL9FWH .
Thanks. I also wanted to find a museum to visit in the centre area.,"Okay, how about the Castle Galleries?"
I want to go to a theatre. Do you have any suggestions for one in town?,"Yes, should I book you a ticket at cambridge arts theatre."
Yes. But could you also get the address of the theatre for me?,"Sure, no problem they are located at 6 Saint Edward's Passage. Is there anything else?"
Yes I am also looking for a train that leaves on Tuesday after 12:15. Can you help?,Can you give me a departure and arrival station?
"I will be visting in North Cambridge and would like to spend sometime at the pool, are there any in the area?",We have two pools located in the north area. Jesus Green Outdoor pool and Kings Hedges Learner pool. Would you like any additional information on either of these options?
"What is the phone number, address and fee for the Green Outdoor Pool?","The phone number is 01223302579 and post code cb43px. I do not have information about the entrance fee, you may want to call them directly."
What is the address?,It is between victoria road and the river. Is there anything else that I can do for you?
Hey! I am looking for a train from Cambridge to Stevenage.,Trains depart approximately every 2 hours. What time would you like to leave/arrive by?
"I need to travel on Wednesday, and I need to arrive by 16:45.",I have found several trains that begin leaving at 5:21 until 15:21 to arrive by 16:45. Trains cost 12.80 pounds and are 49 minutes long. Do you prefer early or later?
The 15:21 sounds good. I think all I need will be the train ID.,The train ID for the 15:21 is TR7245.
"Hi, I am looking forward to trying some of your local restaurants. I do need help with some other places to go in town while I am there though.",What is your food type preference?
I would say let's look for an attraction first. Can you recommend something to do in the south part of town?,There are several nice parks in the area as well as theaters and museums.
"I will go with whatever you recommend, I just need the attraction type and postcode.",The byard art museum postal code is cb21sj. Can i help you get transportation to and from the museum?
"No, but I would like to find a cheap priced south african restaurant.","I'm sorry, but we don't have and South African restaurants in the area. Is there a different type of food I can help you find?"
Try Portuguese then.,There are two results. Both are cheap. Do you prefer the south or centre?
I want to get a train going to bishops stortford.,And where will you be departing from?
"I'll be leaving from Cambridge on Saturday, and I need to leave after 10:00.","I have train TR9383 departing from Cambridge to Bishops Stortford on Saturday at 11:29, the cost of a ticket is 8.08 pounds. Would you like me to book that for you?"
maybe. what's the arrival time?,The arrival time for TR9383 is 12:07. Is that acceptable for you?
no. i'm looking for a particular attraction.,"OK, what is the name of the attraction?"
I'm looking for some moderately priced accommodations for my visit. Can you help me with that?,Absolutely! Is there a specific area of town you're interested in?
"No, but I'd like to stay in a 4 star hotel that offers free parking.","We have nine moderately priced, 4 star guesthouses with free parking. Does location matter?"
"No, but are there any that are less expensive?",Yes there are 8 cheap guesthouses that have both free parking and internet. Would you like me to book you one of those?
"I'm sorry, I actually prefer a hotel rather than a guest house. Are there any moderately priced 4 star hotels?",All the hotels are booked.
Are there any cheap hotels?,"I found the cambridge belfry lcoated at back lane, cambourne. Would you like me to book you there?"
"That sounds fine, I just need the postcode though.",The postcode for The Cambridge Belfry is cb236bw.
I was hoping to see local places while in cambridge. Some entertainment would be great.,i got 5 options. which side is okay for you?
It doesn't matter. Can I have the address of a good one?,"How about funky fun house, they are located at 8 mercers row, mercers row industrial estate."
Could i also get the phone number and postcode?,"Sure. The phone number is 01223304705, and the postcode is cb58hy. Is there anything else I can assist you with?"
"Yes, I need a restuarant. I want something on the south side. Expensive.",There are many. What kind of food would you like ?
Indian food is my favorite! What's the address for the best one?,"Unfortunately, there aren't any Indian restaurants in the south side of town, would you like me to look in other areas?"
"Could you check one more time? Restaurant in the south part of town, expensive, that serves Indian food?",I'm sorry there doesn't seem to be any expensive Indian restaurants to the south.
I would like to visit the theatre.,"There are five theatres in town, four in the centre and one in the south side. Do you want to visit a particular area of town?"
"I do not have a preference. I do need the address, postcode and phone number of a theatre.",would you be interested in the cambridge arts theatre?
"Yes, please provide the address, postcode, and phone number for Cambridge Arts Theatre. I also need to find a hotel to stay in.","Cambridge arts theatre is located at 6 saint edward's passage, postcode cb23pj, and phone is 0122350333. Did you have any preferences for your place to stay?"
I would like to stay in the moderate price range and I will need free parking.,"We have several places that meet your needs. If you don't care about the area, I recommend the Archway House in the north."
i want it to be a guesthouse,"The acorn guest house is in the north, with free parking, in the moderate price range. Do you want me to book it?"
I'd like to find some place to go on the east side of town.,"I can certainly suggest something for you. I have 10 options. Do you prefer an entertainment venue, or perhaps a museum or park, etc?"
"I would prefer just anything in the east, can you give me the address and attraction type of one?","No problem. How does the Funky Fun House sound? It is standard entertainment and it is located at 8 mercers row, mercers row industrial estate."
I am looking for an attraction called Williams Art and Antiques.,I know the place! It's located in the centre and it's free of charge.
What is their postcode?,The post code for Williams Art and Antiques is cb12lj.
"Thank you, I am also looking for an Italian restaurant in the centre.",Do you have a price range in mind?
I would like an expensive restaurant.,for when and how many in your party please?
"For 7 people at 11:15 on Saturday, please.","I have 4 expensive restaurants in the centre, cafe uno is a good one. Would you like me to make reservations?"
"Caffe Uno will be fine. Yes, I'll need to reserve a table on Saturday. It will be at 11:15 for 7 people.","Ok, that booking was successful, and the table will be reserved for 15 minutes."
I'm looking for an entertainment attraction please.,There are five entertainment attractions in town. What area of town do you want to visit?
The area doesn't matter,My favorite is the Funky Fun House in the east. Would you like their address or phone number?
"That sounds great, yes please may I have their phone number and postcode?",their phone number is 01223304705 and the postcode is cb58hy
Thanks for that. Please find me a Welsh restaurant in the center,There are no Welsh restaurants in the centre would you like another area or type of food?
Hello! I am looking for places to go in the centre of town. Can you help me with that?!,"Absolutely. I have many options for you, including museums, architecture, concerthall and theatre. Do you have a preference?"
I'd like to go to a theatre.,ADC Theatre is in the centre of town; will that work?
"Yes, I just need to get the address and postcode for the Theatre.",No problem. ADC Theatre's address is Park Street and its postcode is cb58as. Do you need anything else?
"Yes, I'd like to stay at an expensive 4 star hotel with free parking and wifi.",I have 2 possible hotels. The huntingdon marriott hotel in the west and university arms hotel in centre. Would you like to book one of these?
The huntingdon marriot hotel sounds great. Could you please give me the postcode?,The post code is pe296fl. Anything else I can help with?
I am looking for something fun to do while in town. A nightclub would be nice.,Most of our nightclubs are right in the center of town. Kambar is my favorite.
"Awesome! Can you provide me with the address, entrance fee, and postcode, please?","The address is 1 wheeler street cb23qb and admission is 5 pounds, would you like their phone number?"
"No, thanks. Can you find a gastropub restaurant in the centre, please?",backstreet bistro is an expensive gastropub in the centre area. Would you like more information?
is it in moderate price range?,it is an expensive gastropub
Tell me what colleges are in the west side of town,There are 5 colleges on the west side. Two have free entrance and two cost 2.50 pounds. Is there anything else i can help you with?
What are the phone numbers for these colleges?,Churchill college's phone number is 01223336233.
"Hi, I am searching for a museum to attend in the centre of town.","There are 11 total museums in the centre of town. Would you prefer suggestions for art museums, history museums, science museums, galleries...?"
I don't care of the type of museum.,"I have located Williams Art and Antiques located at Gwydir Street, no. 5 Dale's Brewery. Would you like to visit this museum or would you like another suggestion?"
"That sounds good. What is the entrance fee if any, and it's postcode?",It is free to get in. The postcode is cb12lj. Can I help you with anything else?
Yes I would like a good steak.,I can help you find a fantastic steakhouse. Do you have a preference for the area of price range of the restaurant?
What can you tell me about an attraction called the Fez Club?,"It's a night club in the centre, at the address 8 market passage. It costs 5 pounds to get in. Would you like the phone number or postcode?"
"Yes, I need the phone number please.",The number is 01223519224. Is there anything else I can help you with?
I also need a train from Cambridge to Stansted Airport.,What day are you hoping to travel?
From Cambridge? Stansteadthrough the country though. but need to leave on Saturday and arrive n\by 14:30,TR6193 will have you there at 14:08. Would you like me to book a ticket for you?
I would like to locate a particular hotel,I can help you with that. Which hotel are you looking for?
I am looking for lensfield hotel.,It is located at 53-57 Lensfield Road.
Can I get the postal code for that hotel?,The postcode is cb21en. Do you need anymore information?
I am also looking for an attraction called the kettle's yard.,Kettle's Yard is a museum in the west. Their phone is 01223748100. No entrance fee.
